X,Y:Acc_TX-Body1-Model1(m/s^2),Y:Acc_TY-Body1-Model1(m/s^2),Y:Acc_TZ-Body1-Model1(m/s^2)
2.663253,-2.647002,-1.5880368,0
2.664253,-2.6493635,-1.6138088,0
2.665253,-2.6516009,-1.6395433,0
2.666253,-2.6537142,-1.6652374,0
2.667253,-2.6557038,-1.6908886,0
2.668253,-2.65757,-1.7164941,0
2.669253,-2.6593131,-1.7420514,0
2.670253,-2.6609336,-1.7675578,0
2.671253,-2.6624317,-1.7930107,0
2.672253,-2.6638081,-1.8184076,0
2.673253,-2.6650631,-1.843746,0
2.674253,-2.6661974,-1.8690233,0
2.675253,-2.6672114,-1.894237,0
2.676253,-2.6681059,-1.9193847,0
2.677253,-2.6688814,-1.944464,0
2.678253,-2.6695387,-1.9694725,0
2.679253,-2.6700784,-1.9944078,0
2.680253,-2.6705013,-2.0192675,0
2.681253,-2.6708083,-2.0440494,0
2.682253,-2.671,-2.0687511,0
2.683253,-2.6710775,-2.0933705,0
2.684253,-2.6710415,-2.1179053,0
2.685253,-2.670893,-2.1423534,0
2.686253,-2.670633,-2.1667126,0
2.687253,-2.6702624,-2.1909807,0
2.688253,-2.6697822,-2.2151557,0
2.689253,-2.6691936,-2.2392356,0
2.690253,-2.6684975,-2.2632183,0
2.691253,-2.6676951,-2.287102,0
2.692253,-2.6667876,-2.3108845,0
2.693253,-2.665776,-2.3345641,0
2.694253,-2.6646616,-2.3581388,0
2.695253,-2.6634456,-2.3816068,0
2.696253,-2.6621293,-2.4049664,0
2.697253,-2.6607139,-2.4282157,0
2.698253,-2.6592007,-2.451353,0
2.699253,-2.657591,-2.4743767,0
2.700253,-2.6558862,-2.4972851,0
2.701253,-2.6540876,-2.5200766,0
2.702253,-2.6521966,-2.5427496,0
2.703253,-2.6502147,-2.5653025,0
2.704253,-2.6481433,-2.5877339,0
2.705253,-2.6459838,-2.6100423,0
2.706253,-2.6437376,-2.6322262,0
2.707253,-2.6414064,-2.6542843,0
2.708253,-2.6389915,-2.6762152,0
2.709253,-2.6364945,-2.6980176,0
2.710253,-2.633917,-2.7196901,0
2.711253,-2.6312605,-2.7412316,0
2.712253,-2.6285266,-2.7626408,0
2.713253,-2.6257169,-2.7839165,0
2.714253,-2.6228329,-2.8050577,0
2.715253,-2.6198764,-2.8260631,0
2.716253,-2.6168489,-2.8469318,0
2.717253,-2.613752,-2.8676627,0
2.718253,-2.6105875,-2.8882547,0
2.719253,-2.6073569,-2.908707,0
2.720253,-2.604062,-2.9290185,0
2.721253,-2.6007045,-2.9491884,0
2.722253,-2.5972859,-2.9692158,0
2.723253,-2.5938082,-2.9890999,0
2.724253,-2.5902728,-3.0088399,0
2.725253,-2.5866816,-3.028435,0
2.726253,-2.5830364,-3.0478845,0
2.727253,-2.5793387,-3.0671877,0
2.728253,-2.5755903,-3.0863439,0
2.729253,-2.5717931,-3.1053524,0
2.730253,-2.5679486,-3.1242127,0
2.731253,-2.5640588,-3.1429241,0
2.732253,-2.5601252,-3.1614862,0
2.733253,-2.5561498,-3.1798983,0
2.734253,-2.5521341,-3.1981601,0
2.735253,-2.54808,-3.216271,0
2.736253,-2.5439892,-3.2342306,0
2.737253,-2.5398636,-3.2520385,0
2.738253,-2.5357047,-3.2696943,0
2.739253,-2.5315144,-3.2871977,0
2.740253,-2.5272945,-3.3045484,0
2.741253,-2.5230467,-3.3217459,0
2.742253,-2.5187727,-3.3387902,0
2.743253,-2.5144743,-3.3556808,0
2.744253,-2.5101531,-3.3724176,0
2.745253,-2.5058111,-3.3890003,0
2.746253,-2.5014498,-3.4054289,0
2.747253,-2.4970711,-3.4217031,0
2.748253,-2.4926766,-3.4378228,0
2.749253,-2.488268,-3.4537879,0
2.750253,-2.4838471,-3.4695982,0
2.751253,-2.4794156,-3.4852538,0
2.752253,-2.4749752,-3.5007546,0
2.753253,-2.4705275,-3.5161005,0
2.754253,-2.4660743,-3.5312915,0
2.755253,-2.4616172,-3.5463276,0
2.756253,-2.4571578,-3.561209,0
2.757253,-2.452698,-3.5759355,0
2.758253,-2.4482392,-3.5905073,0
2.759253,-2.4437831,-3.6049244,0
2.760253,-2.4393315,-3.6191869,0
2.761253,-2.4348858,-3.633295,0
2.762253,-2.4304477,-3.6472488,0
2.763253,-2.4260188,-3.6610483,0
2.764253,-2.4216008,-3.6746939,0
2.765253,-2.4171951,-3.6881855,0
2.766253,-2.4128033,-3.7015235,0
2.767253,-2.408427,-3.714708,0
2.768253,-2.4040678,-3.7277392,0
2.769253,-2.3997271,-3.7406174,0
2.770253,-2.3954066,-3.7533427,0
2.771253,-2.3911076,-3.7659154,0
2.772253,-2.3868318,-3.7783358,0
2.773253,-2.3825805,-3.7906042,0
2.774253,-2.3783553,-3.8027207,0
2.775253,-2.3741576,-3.8146857,0
2.776253,-2.3699888,-3.8264996,0
2.777253,-2.3658505,-3.8381625,0
2.778253,-2.3617439,-3.8496748,0
2.779253,-2.3576705,-3.8610368,0
2.780253,-2.3536317,-3.8722489,0
2.781253,-2.3496289,-3.8833113,0
2.782253,-2.3456634,-3.8942245,0
2.783253,-2.3417366,-3.9049887,0
2.784253,-2.3378497,-3.9156043,0
2.785253,-2.3340042,-3.9260717,0
2.786253,-2.3302013,-3.9363912,0
2.787253,-2.3264423,-3.9465632,0
2.788253,-2.3227285,-3.9565881,0
2.789253,-2.3190611,-3.9664663,0
2.790253,-2.3154414,-3.9761981,0
2.791253,-2.3118705,-3.9857839,0
2.792253,-2.3083498,-3.995224,0
2.793253,-2.3048804,-4.004519,0
2.794253,-2.3014635,-4.0136692,0
2.795253,-2.2981002,-4.0226749,0
2.796253,-2.2947918,-4.0315366,0
2.797253,-2.2915392,-4.0402547,0
2.798253,-2.2883437,-4.0488295,0
2.799253,-2.2852064,-4.0572615,0
2.800253,-2.2821283,-4.0655511,0
2.801253,-2.2791105,-4.0736987,0
2.802253,-2.2761541,-4.0817046,0
2.803253,-2.2732601,-4.0895693,0
2.804253,-2.2704295,-4.0972932,0
2.805253,-2.2676634,-4.1048766,0
2.806253,-2.2649627,-4.1123201,0
2.807253,-2.2623284,-4.1196239,0
2.808253,-2.2597615,-4.1267885,0
2.809253,-2.2572628,-4.1338143,0
2.810253,-2.2548335,-4.1407016,0
2.811253,-2.2524742,-4.147451,0
2.812253,-2.250186,-4.1540626,0
2.813253,-2.2479698,-4.1605371,0
2.814253,-2.2458264,-4.1668746,0
2.815253,-2.2437566,-4.1730757,0
2.816253,-2.2417612,-4.1791407,0
2.817253,-2.2398412,-4.1850699,0
2.818253,-2.2379973,-4.1908638,0
2.819253,-2.2362303,-4.1965228,0
2.820253,-2.2345409,-4.2020471,0
2.821253,-2.23293,-4.2074372,0
2.822253,-2.2313982,-4.2126935,0
2.823253,-2.2299463,-4.2178162,0
2.824253,-2.228575,-4.2228058,0
2.825253,-2.2272849,-4.2276625,0
2.826253,-2.2260769,-4.2323868,0
2.827253,-2.2249514,-4.236979,0
2.828253,-2.2239093,-4.2414393,0
2.829253,-2.222951,-4.2457683,0
2.830253,-2.2220773,-4.2499661,0
2.831253,-2.2212887,-4.2540331,0
2.832253,-2.2205858,-4.2579696,0
2.833253,-2.2199691,-4.2617759,0
2.834253,-2.2194394,-4.2654524,0
2.835253,-2.218997,-4.2689993,0
2.836253,-2.2186425,-4.272417,0
2.837253,-2.2183764,-4.2757057,0
2.838253,-2.2181992,-4.2788657,0
2.839253,-2.2181115,-4.2818973,0
2.840253,-2.2181136,-4.2848008,0
2.841253,-2.218206,-4.2875765,0
2.842253,-2.2183892,-4.2902246,0
2.843253,-2.2186635,-4.2927453,0
2.844253,-2.2190294,-4.295139,0
2.845253,-2.2194874,-4.2974059,0
2.846253,-2.2200376,-4.2995461,0
2.847253,-2.2206806,-4.3015601,0
2.848253,-2.2214167,-4.3034479,0
2.849253,-2.2222462,-4.3052099,0
2.850253,-2.2231694,-4.3068462,0
2.851253,-2.2241867,-4.308357,0
2.852253,-2.2252982,-4.3097426,0
2.853253,-2.2265045,-4.3110032,0
2.854253,-2.2278056,-4.312139,0
2.855253,-2.2292018,-4.3131501,0
2.856253,-2.2306934,-4.3140367,0
2.857253,-2.2322806,-4.314799,0
2.858253,-2.2339636,-4.3154372,0
2.859253,-2.2357426,-4.3159515,0
2.860253,-2.2376178,-4.316342,0
2.861253,-2.2395894,-4.3166089,0
2.862253,-2.2416575,-4.3167523,0
2.863253,-2.2438223,-4.3167724,0
2.864253,-2.2460838,-4.3166692,0
2.865253,-2.2484423,-4.316443,0
2.866253,-2.2508977,-4.3160939,0
2.867253,-2.2534503,-4.3156219,0
2.868253,-2.2561,-4.3150273,0
2.869253,-2.258847,-4.31431,0
2.870253,-2.2616913,-4.3134703,0
2.871253,-2.2646329,-4.3125082,0
2.872253,-2.2676719,-4.3114238,0
2.873253,-2.2708082,-4.3102171,0
2.874253,-2.2740419,-4.3088884,0
2.875253,-2.2773729,-4.3074376,0
2.876253,-2.2808013,-4.3058648,0
2.877253,-2.284327,-4.3041701,0
2.878253,-2.2879499,-4.3023535,0
2.879253,-2.2916699,-4.3004152,0
2.880253,-2.2954871,-4.2983551,0
2.881253,-2.2994013,-4.2961733,0
2.882253,-2.3034124,-4.2938698,0
2.883253,-2.3075202,-4.2914447,0
2.884253,-2.3117248,-4.288898,0
2.885253,-2.3160259,-4.2862297,0
2.886253,-2.3204233,-4.2834399,0
2.887253,-2.324917,-4.2805285,0
2.888253,-2.3295067,-4.2774956,0
2.889253,-2.3341922,-4.2743412,0
2.890253,-2.3389735,-4.2710653,0
2.891253,-2.3438501,-4.2676678,0
2.892253,-2.348822,-4.2641488,0
2.893253,-2.3538889,-4.2605083,0
2.894253,-2.3590505,-4.2567462,0
2.895253,-2.3643067,-4.2528625,0
2.896253,-2.369657,-4.2488572,0
2.897253,-2.3751013,-4.2447303,0
2.898253,-2.3806392,-4.2404817,0
2.899253,-2.3862705,-4.2361114,0
2.900253,-2.3919948,-4.2316194,0
2.901253,-2.3978118,-4.2270056,0
2.902253,-2.4037212,-4.2222699,0
2.903253,-2.4097225,-4.2174124,0
2.904253,-2.4158156,-4.2124329,0
2.905253,-2.4219999,-4.2073315,0
2.906253,-2.4282751,-4.202108,0
2.907253,-2.4346409,-4.1967623,0
2.908253,-2.4410967,-4.1912945,0
2.909253,-2.4476423,-4.1857044,0
2.910253,-2.4542771,-4.179992,0
2.911253,-2.4610007,-4.1741572,0
2.912253,-2.4678127,-4.1681998,0
2.913253,-2.4747126,-4.16212,0
2.914253,-2.4817,-4.1559174,0
2.915253,-2.4887743,-4.1495921,0
2.916253,-2.4959351,-4.143144,0
2.917253,-2.5031819,-4.136573,0
2.918253,-2.5105141,-4.1298789,0
2.919253,-2.5179313,-4.1230618,0
2.920253,-2.5254329,-4.1161214,0
2.921253,-2.5330183,-4.1090577,0
2.922253,-2.5406871,-4.1018706,0
2.923253,-2.5484386,-4.09456,0
2.924253,-2.5562722,-4.0871257,0
2.925253,-2.5641875,-4.0795678,0
2.926253,-2.5721837,-4.071886,0
2.927253,-2.5802604,-4.0640802,0
2.928253,-2.5884168,-4.0561504,0
2.929253,-2.5966523,-4.0480964,0
2.930253,-2.6049663,-4.0399182,0
2.931253,-2.6133582,-4.0316155,0
2.932253,-2.6218274,-4.0231883,0
2.933253,-2.630373,-4.0146365,0
2.934253,-2.6389945,-4.0059599,0
2.935253,-2.6476912,-3.9971585,0
2.936253,-2.6564624,-3.9882321,0
2.937253,-2.6653074,-3.9791806,0
2.938253,-2.6742255,-3.9700039,0
2.939253,-2.6832159,-3.9607018,0
2.940253,-2.6922779,-3.9512743,0
2.941253,-2.7014108,-3.9417212,0
2.942253,-2.7106138,-3.9320425,0
2.943253,-2.7198862,-3.9222379,0
2.944253,-2.7292272,-3.9123073,0
2.945253,-2.738636,-3.9022508,0
2.946253,-2.7481118,-3.892068,0
2.947253,-2.7576539,-3.881759,0
2.948253,-2.7672614,-3.8713236,0
2.949253,-2.7769335,-3.8607616,0
2.950253,-2.7866694,-3.850073,0
2.951253,-2.7964682,-3.8392577,0
2.952253,-2.8063292,-3.8283156,0
2.953253,-2.8162514,-3.8172464,0
2.954253,-2.826234,-3.8060502,0
2.955253,-2.8362762,-3.7947268,0
2.956253,-2.846377,-3.7832761,0
2.957253,-2.8565355,-3.771698,0
2.958253,-2.866751,-3.7599924,0
2.959253,-2.8770225,-3.7481592,0
2.960253,-2.887349,-3.7361983,0
2.961253,-2.8977296,-3.7241095,0
2.962253,-2.9081635,-3.7118929,0
2.963253,-2.9186497,-3.6995483,0
2.964253,-2.9291872,-3.6870756,0
2.965253,-2.9397751,-3.6744747,0
2.966253,-2.9504125,-3.6617456,0
2.967253,-2.9610983,-3.6488881,0
2.968253,-2.9718316,-3.6359022,0
2.969253,-2.9826114,-3.6227877,0
2.970253,-2.9934368,-3.6095447,0
2.971253,-3.0043067,-3.5961731,0
2.972253,-3.01522,-3.5826727,0
2.973253,-3.0261759,-3.5690434,0
2.974253,-3.0371733,-3.5552854,0
2.975253,-3.0482111,-3.5413984,0
2.976253,-3.0592883,-3.5273824,0
2.977253,-3.0704039,-3.5132374,0
2.978253,-3.0815569,-3.4989634,0
2.979253,-3.0927461,-3.4845602,0
2.980253,-3.1039705,-3.4700278,0
2.981253,-3.115229,-3.4553662,0
2.982253,-3.1265206,-3.4405753,0
2.983253,-3.1378442,-3.4256552,0
2.984253,-3.1491986,-3.4106058,0
2.985253,-3.1605828,-3.3954271,0
2.986253,-3.1719957,-3.380119,0
2.987253,-3.1834362,-3.3646815,0
2.988253,-3.1949031,-3.3491147,0
2.989253,-3.2063953,-3.3334185,0
2.990253,-3.2179117,-3.3175929,0
2.991253,-3.2294511,-3.301638,0
2.992253,-3.2410125,-3.2855537,0
2.993253,-3.2525946,-3.2693401,0
2.994253,-3.2641963,-3.2529971,0
2.995253,-3.2758164,-3.2365249,0
2.996253,-3.2874538,-3.2199234,0
2.997253,-3.2991073,-3.2031926,0
2.998253,-3.3107757,-3.1863327,0
2.999253,-3.3224579,-3.1693436,0
3,-3.3307527,-3.1559042,0
