X,Y:Acc_TX-Body1-Model1(m/s^2),Y:Acc_TY-Body1-Model1(m/s^2),Y:Acc_TZ-Body1-Model1(m/s^2)
1.953253,1.7209576,0.78170386,0
1.954253,1.7180011,0.78993425,0
1.955253,1.7149915,0.79816672,0
1.956253,1.7119288,0.80640087,0
1.957253,1.708813,0.8146363,0
1.958253,1.7056438,0.82287261,0
1.959253,1.7024215,0.83110938,0
1.960253,1.6991458,0.83934621,0
1.961253,1.6958168,0.84758269,0
1.962253,1.6924344,0.8558184,0
1.963253,1.6889986,0.86405293,0
1.964253,1.6855095,0.87228586,0
1.965253,1.6819669,0.88051678,0
1.966253,1.6783709,0.88874527,0
1.967253,1.6747215,0.89697091,0
1.968253,1.6710187,0.90519327,0
1.969253,1.6672625,0.91341193,0
1.970253,1.6634529,0.92162646,0
1.971253,1.6595899,0.92983644,0
1.972253,1.6556735,0.93804145,0
1.973253,1.6517039,0.94624104,0
1.974253,1.6476809,0.9544348,0
1.975253,1.6436047,0.96262228,0
1.976253,1.6394753,0.97080307,0
1.977253,1.6352927,0.97897672,0
1.978253,1.631057,0.98714279,0
1.979253,1.6267683,0.99530086,0
1.980253,1.6224266,1.0034505,0
1.981253,1.618032,1.0115912,0
1.982253,1.6135846,1.0197227,0
1.983253,1.6090844,1.0278443,0
1.984253,1.6045316,1.0359558,0
1.985253,1.5999262,1.0440567,0
1.986253,1.5952683,1.0521464,0
1.987253,1.5905581,1.0602247,0
1.988253,1.5857956,1.068291,0
1.989253,1.580981,1.0763449,0
1.990253,1.5761143,1.0843859,0
1.991253,1.5711958,1.0924137,0
1.992253,1.5662255,1.1004278,0
1.993253,1.5612036,1.1084276,0
1.994253,1.5561302,1.1164129,0
1.995253,1.5510054,1.1243831,0
1.996253,1.5458295,1.1323379,0
1.997253,1.5406026,1.1402767,0
1.998253,1.5353248,1.1481991,0
1.999253,1.5299963,1.1561047,0
2.000253,1.5246174,1.1639931,0
2.001253,1.5191881,1.1718637,0
2.002253,1.5137086,1.1797163,0
2.003253,1.5081792,1.1875502,0
2.004253,1.5026001,1.1953651,0
2.005253,1.4969714,1.2031606,0
2.006253,1.4912935,1.2109362,0
2.007253,1.4855663,1.2186915,0
2.008253,1.4797903,1.226426,0
2.009253,1.4739657,1.2341393,0
2.010253,1.4680926,1.241831,0
2.011253,1.4621713,1.2495006,0
2.012253,1.456202,1.2571478,0
2.013253,1.4501851,1.264772,0
2.014253,1.4441207,1.2723729,0
2.015253,1.4380092,1.27995,0
2.016253,1.4318507,1.2875029,0
2.017253,1.4256455,1.2950312,0
2.018253,1.419394,1.3025344,0
2.019253,1.4130965,1.3100122,0
2.020253,1.4067531,1.3174641,0
2.021253,1.4003642,1.3248897,0
2.022253,1.3939301,1.3322886,0
2.023253,1.3874511,1.3396603,0
2.024253,1.3809276,1.3470046,0
2.025253,1.3743597,1.3543209,0
2.026253,1.3677479,1.3616088,0
2.027253,1.3610925,1.368868,0
2.028253,1.3543937,1.376098,0
2.029253,1.3476521,1.3832985,0
2.030253,1.3408677,1.390469,0
2.031253,1.3340412,1.3976091,0
2.032253,1.3271727,1.4047186,0
2.033253,1.3202626,1.4117969,0
2.034253,1.3133114,1.4188437,0
2.035253,1.3063193,1.4258586,0
2.036253,1.2992867,1.4328412,0
2.037253,1.2922141,1.4397911,0
2.038253,1.2851018,1.4467081,0
2.039253,1.2779501,1.4535916,0
2.040253,1.2707596,1.4604414,0
2.041253,1.2635305,1.467257,0
2.042253,1.2562632,1.4740382,0
2.043253,1.2489583,1.4807845,0
2.044253,1.2416161,1.4874955,0
2.045253,1.2342369,1.4941711,0
2.046253,1.2268213,1.5008107,0
2.047253,1.2193697,1.507414,0
2.048253,1.2118824,1.5139808,0
2.049253,1.2043599,1.5205106,0
2.050253,1.1968027,1.5270032,0
2.051253,1.1892112,1.5334582,0
2.052253,1.1815858,1.5398753,0
2.053253,1.1739271,1.5462541,0
2.054253,1.1662353,1.5525944,0
2.055253,1.1585111,1.5588958,0
2.056253,1.1507548,1.565158,0
2.057253,1.1429669,1.5713807,0
2.058253,1.135148,1.5775637,0
2.059253,1.1272984,1.5837065,0
2.060253,1.1194187,1.589809,0
2.061253,1.1115093,1.5958709,0
2.062253,1.1035707,1.6018917,0
2.063253,1.0956035,1.6078714,0
2.064253,1.087608,1.6138096,0
2.065253,1.0795848,1.619706,0
2.066253,1.0715344,1.6255603,0
2.067253,1.0634573,1.6313724,0
2.068253,1.055354,1.6371419,0
2.069253,1.047225,1.6428686,0
2.070253,1.0390709,1.6485523,0
2.071253,1.030892,1.6541927,0
2.072253,1.022689,1.6597896,0
2.073253,1.0144624,1.6653427,0
2.074253,1.0062126,1.6708518,0
2.075253,0.99794027,1.6763168,0
2.076253,0.98964587,1.6817373,0
2.077253,0.98132994,1.6871132,0
2.078253,0.97299301,1.6924443,0
2.079253,0.96463561,1.6977303,0
2.080253,0.95625829,1.7029711,0
2.081253,0.94786158,1.7081665,0
2.082253,0.93944603,1.7133163,0
2.083253,0.93101216,1.7184203,0
2.084253,0.92256054,1.7234784,0
2.085253,0.91409171,1.7284903,0
2.086253,0.90560621,1.7334559,0
2.087253,0.89710459,1.7383752,0
2.088253,0.88858741,1.7432478,0
2.089253,0.88005522,1.7480737,0
2.090253,0.87150858,1.7528527,0
2.091253,0.86294803,1.7575846,0
2.092253,0.85437414,1.7622695,0
2.093253,0.84578747,1.766907,0
2.094253,0.83718857,1.7714972,0
2.095253,0.828578,1.7760399,0
2.096253,0.81995632,1.780535,0
2.097253,0.8113241,1.7849824,0
2.098253,0.8026819,1.7893819,0
2.099253,0.79403028,1.7937336,0
2.100253,0.7853698,1.7980373,0
2.101253,0.77670102,1.8022929,0
2.102253,0.76802452,1.8065004,0
2.103253,0.75934086,1.8106597,0
2.104253,0.75065059,1.8147708,0
2.105253,0.74195429,1.8188335,0
2.106253,0.73325251,1.8228479,0
2.107253,0.72454583,1.8268139,0
2.108253,0.7158348,1.8307314,0
2.109253,0.70711999,1.8346005,0
2.110253,0.69840197,1.838421,0
2.111253,0.68968129,1.8421931,0
2.112253,0.68095852,1.8459166,0
2.113253,0.67223421,1.8495915,0
2.114253,0.66350894,1.8532179,0
2.115253,0.65478325,1.8567958,0
2.116253,0.64605771,1.8603251,0
2.117253,0.63733288,1.8638058,0
2.118253,0.62860931,1.8672381,0
2.119253,0.61988755,1.8706219,0
2.120253,0.61116817,1.8739573,0
2.121253,0.60245171,1.8772442,0
2.122253,0.59373872,1.8804828,0
2.123253,0.58502976,1.883673,0
2.124253,0.57632537,1.886815,0
2.125253,0.5676261,1.8899087,0
2.126253,0.55893248,1.8929543,0
2.127253,0.55024508,1.8959519,0
2.128253,0.54156441,1.8989014,0
2.129253,0.53289103,1.901803,0
2.130253,0.52422547,1.9046568,0
2.131253,0.51556826,1.9074629,0
2.132253,0.50691993,1.9102213,0
2.133253,0.49828102,1.9129322,0
2.134253,0.48965204,1.9155957,0
2.135253,0.48103353,1.9182118,0
2.136253,0.47242599,1.9207808,0
2.137253,0.46382996,1.9233027,0
2.138253,0.45524595,1.9257776,0
2.139253,0.44667446,1.9282058,0
2.140253,0.43811602,1.9305873,0
2.141253,0.42957112,1.9329223,0
2.142253,0.42104026,1.9352109,0
2.143253,0.41252396,1.9374533,0
2.144253,0.40402269,1.9396497,0
2.145253,0.39553697,1.9418002,0
2.146253,0.38706727,1.943905,0
2.147253,0.37861409,1.9459642,0
2.148253,0.3701779,1.9479782,0
2.149253,0.36175919,1.9499469,0
2.150253,0.35335843,1.9518707,0
2.151253,0.34497608,1.9537497,0
2.152253,0.33661263,1.9555841,0
2.153253,0.32826853,1.9573741,0
2.154253,0.31994424,1.95912,0
2.155253,0.31164021,1.960822,0
2.156253,0.3033569,1.9624802,0
2.157253,0.29509476,1.9640949,0
2.158253,0.28685422,1.9656663,0
2.159253,0.27863573,1.9671947,0
2.160253,0.27043971,1.9686803,0
2.161253,0.26226661,1.9701233,0
2.162253,0.25411683,1.971524,0
2.163253,0.24599081,1.9728825,0
2.164253,0.23788895,1.9741993,0
2.165253,0.22981167,1.9754745,0
2.166253,0.22175937,1.9767084,0
2.167253,0.21373246,1.9779013,0
2.168253,0.20573133,1.9790534,0
2.169253,0.19775637,1.980165,0
2.170253,0.18980797,1.9812363,0
2.171253,0.18188651,1.9822677,0
2.172253,0.17399236,1.9832595,0
2.173253,0.1661259,1.9842119,0
2.174253,0.15828748,1.9851252,0
2.175253,0.15047748,1.9859997,0
2.176253,0.14269625,1.9868357,0
2.177253,0.13494413,1.9876335,0
2.178253,0.12722147,1.9883934,0
2.179253,0.11952861,1.9891158,0
2.180253,0.11186589,1.9898008,0
2.181253,0.10423362,1.9904489,0
2.182253,0.096632139,1.9910604,0
2.183253,0.089061756,1.9916355,0
2.184253,0.081522784,1.9921746,0
2.185253,0.074015529,1.9926781,0
2.186253,0.066540289,1.9931462,0
2.187253,0.05909736,1.9935792,0
2.188253,0.05168703,1.9939776,0
2.189253,0.044309581,1.9943416,0
2.190253,0.03696529,1.9946716,0
2.191253,0.029654427,1.9949679,0
2.192253,0.022377259,1.9952309,0
2.193253,0.015134043,1.9954608,0
2.194253,0.007925033,1.9956581,0
2.195253,0.000750477,1.9958231,0
2.196253,-0.006389384,1.9959562,0
2.197253,-0.013494316,1.9960576,0
2.198253,-0.020564089,1.9961278,0
2.199253,-0.027598479,1.9961671,0
2.200253,-0.03459727,1.9961758,0
2.201253,-0.041560251,1.9961544,0
2.202253,-0.048487216,1.9961031,0
2.203253,-0.055377967,1.9960224,0
2.204253,-0.062232311,1.9959125,0
2.205253,-0.069050062,1.995774,0
2.206253,-0.075831038,1.995607,0
2.207253,-0.082575066,1.9954121,0
2.208253,-0.089281979,1.9951895,0
2.209253,-0.095951613,1.9949397,0
2.210253,-0.10258381,1.9946629,0
2.211253,-0.10917843,1.9943597,0
2.212253,-0.11573532,1.9940302,0
2.213253,-0.12225435,1.993675,0
2.214253,-0.12873538,1.9932944,0
2.215253,-0.13517829,1.9928887,0
2.216253,-0.14158297,1.9924584,0
2.217253,-0.14794929,1.9920037,0
2.218253,-0.15427716,1.9915252,0
2.219253,-0.16056648,1.9910231,0
2.220253,-0.16681714,1.9904978,0
2.221253,-0.17302907,1.9899497,0
2.222253,-0.17920218,1.9893792,0
2.223253,-0.1853364,1.9887867,0
2.224253,-0.19143166,1.9881725,0
2.225253,-0.1974879,1.9875369,0
2.226253,-0.20350506,1.9868805,0
2.227253,-0.20948309,1.9862035,0
2.228253,-0.21542194,1.9855064,0
2.229253,-0.22132159,1.9847894,0
2.230253,-0.227182,1.984053,0
2.231253,-0.23300313,1.9832976,0
2.232253,-0.23878498,1.9825234,0
2.233253,-0.24452754,1.981731,0
2.234253,-0.25023078,1.9809206,0
2.235253,-0.25589472,1.9800926,0
2.236253,-0.26151936,1.9792475,0
2.237253,-0.26710471,1.9783854,0
2.238253,-0.27265079,1.977507,0
2.239253,-0.27815762,1.9766124,0
2.240253,-0.28362523,1.975702,0
2.241253,-0.28905366,1.9747763,0
2.242253,-0.29444294,1.9738356,0
2.243253,-0.29979314,1.9728802,0
2.244253,-0.30510429,1.9719105,0
2.245253,-0.31037646,1.9709268,0
2.246253,-0.31560972,1.9699296,0
2.247253,-0.32080413,1.9689191,0
2.248253,-0.32595978,1.9678958,0
2.249253,-0.33107674,1.9668599,0
2.250253,-0.33615511,1.9658118,0
2.251253,-0.34119498,1.9647519,0
2.252253,-0.34619646,1.9636805,0
2.253253,-0.35115964,1.962598,0
2.254253,-0.35608464,1.9615046,0
2.255253,-0.36097158,1.9604008,0
2.256253,-0.36582058,1.9592868,0
2.257253,-0.37063177,1.958163,0
2.258253,-0.37540528,1.9570298,0
2.259253,-0.38014127,1.9558874,0
2.260253,-0.38483986,1.9547362,0
2.261253,-0.38950122,1.9535765,0
2.262253,-0.3941255,1.9524086,0
2.263253,-0.39871286,1.9512329,0
2.264253,-0.40326348,1.9500496,0
2.265253,-0.40777752,1.9488591,0
2.266253,-0.41225517,1.9476617,0
2.267253,-0.4166966,1.9464577,0
2.268253,-0.42110201,1.9452474,0
2.269253,-0.4254716,1.9440311,0
2.270253,-0.42980556,1.9428091,0
2.271253,-0.4341041,1.9415816,0
2.272253,-0.43836744,1.9403491,0
2.273253,-0.44259578,1.9391117,0
2.274253,-0.44678934,1.9378698,0
2.275253,-0.45094837,1.9366236,0
2.276253,-0.45507307,1.9353734,0
2.277253,-0.45916371,1.9341196,0
2.278253,-0.4632205,1.9328622,0
2.279253,-0.46724371,1.9316018,0
2.280253,-0.47123358,1.9303384,0
2.281253,-0.47519037,1.9290723,0
2.282253,-0.47911434,1.9278039,0
2.283253,-0.48300576,1.9265333,0
2.284253,-0.4868649,1.9252609,0
2.285253,-0.49069203,1.9239868,0
2.286253,-0.49448744,1.9227113,0
2.287253,-0.49825141,1.9214347,0
2.288253,-0.50198423,1.9201571,0
2.289253,-0.5056862,1.9188788,0
2.290253,-0.50935762,1.9176,0
2.291253,-0.51299878,1.916321,0
2.292253,-0.51661001,1.9150419,0
2.293253,-0.52019161,1.913763,0
2.294253,-0.5237439,1.9124845,0
2.295253,-0.5272672,1.9112065,0
2.296253,-0.53076184,1.9099294,0
2.297253,-0.53422816,1.9086532,0
2.298253,-0.53766648,1.9073781,0
2.299253,-0.54107715,1.9061044,0
2.300253,-0.54446051,1.9048323,0
2.301253,-0.54781691,1.9035618,0
2.302253,-0.55114671,1.9022932,0
2.303253,-0.55445025,1.9010266,0
2.304253,-0.55772791,1.8997622,0
2.305253,-0.56098004,1.8985002,0
2.306253,-0.56420702,1.8972407,0
2.307253,-0.56740922,1.8959838,0
2.308253,-0.57058701,1.8947297,0
2.309253,-0.57374078,1.8934785,0
2.310253,-0.57687092,1.8922304,0
2.311253,-0.57997782,1.8909854,0
2.312253,-0.58306185,1.8897437,0
2.313253,-0.58612344,1.8885055,0
2.314253,-0.58916297,1.8872707,0
2.315253,-0.59218085,1.8860396,0
2.316253,-0.59517748,1.8848121,0
2.317253,-0.59815329,1.8835885,0
2.318253,-0.60110869,1.8823688,0
2.319253,-0.60404409,1.881153,0
2.320253,-0.60695993,1.8799413,0
2.321253,-0.60985662,1.8787337,0
2.322253,-0.6127346,1.8775302,0
2.323253,-0.6155943,1.876331,0
2.324253,-0.61843616,1.8751361,0
2.325253,-0.62126063,1.8739455,0
2.326253,-0.62406813,1.8727593,0
2.327253,-0.62685913,1.8715774,0
2.328253,-0.62963408,1.8704,0
2.329253,-0.63239342,1.8692271,0
2.330253,-0.63513762,1.8680585,0
2.331253,-0.63786714,1.8668945,0
2.332253,-0.64058244,1.8657349,0
2.333253,-0.64328398,1.8645798,0
2.334253,-0.64597225,1.8634292,0
2.335253,-0.64864771,1.862283,0
2.336253,-0.65131085,1.8611411,0
2.337253,-0.65396213,1.8600037,0
2.338253,-0.65660204,1.8588706,0
2.339253,-0.65923108,1.8577418,0
2.340253,-0.66184972,1.8566173,0
2.341253,-0.66445847,1.8554969,0
2.342253,-0.6670578,1.8543806,0
2.343253,-0.66964823,1.8532684,0
2.344253,-0.67223026,1.8521602,0
2.345253,-0.67480438,1.8510559,0
2.346253,-0.6773711,1.8499553,0
2.347253,-0.67993093,1.8488584,0
2.348253,-0.68248438,1.8477651,0
2.349253,-0.68503196,1.8466753,0
2.350253,-0.6875742,1.8455888,0
2.351253,-0.69011161,1.8445056,0
2.352253,-0.69264471,1.8434254,0
2.353253,-0.69517402,1.8423481,0
2.354253,-0.69770008,1.8412737,0
2.355253,-0.70022341,1.8402018,0
2.356253,-0.70274454,1.8391324,0
2.357253,-0.70526401,1.8380653,0
2.358253,-0.70778235,1.8370003,0
2.359253,-0.7103001,1.8359372,0
2.360253,-0.7128178,1.8348758,0
2.361253,-0.71533599,1.8338158,0
2.362253,-0.71785522,1.8327572,0
2.363253,-0.72037604,1.8316997,0
2.364253,-0.72289898,1.830643,0
2.365253,-0.72542462,1.8295868,0
2.366253,-0.72795348,1.8285311,0
2.367253,-0.73048614,1.8274754,0
2.368253,-0.73302315,1.8264195,0
2.369253,-0.73556507,1.8253632,0
2.370253,-0.73811245,1.8243062,0
2.371253,-0.74066585,1.8232482,0
2.372253,-0.74322586,1.8221888,0
2.373253,-0.74579301,1.8211279,0
2.374253,-0.7483679,1.820065,0
2.375253,-0.75095107,1.8189999,0
2.376253,-0.75354311,1.8179321,0
2.377253,-0.75614458,1.8168615,0
2.378253,-0.75875606,1.8157876,0
2.379253,-0.76137812,1.81471,0
2.380253,-0.76401134,1.8136285,0
2.381253,-0.76665629,1.8125425,0
2.382253,-0.76931355,1.8114518,0
2.383253,-0.77198371,1.810356,0
2.384253,-0.77466733,1.8092545,0
2.385253,-0.777365,1.8081471,0
2.386253,-0.78007731,1.8070333,0
2.387253,-0.78280484,1.8059127,0
2.388253,-0.78554816,1.8047848,0
2.389253,-0.78830787,1.8036491,0
2.390253,-0.79108455,1.8025053,0
2.391253,-0.79387879,1.8013528,0
2.392253,-0.79669118,1.8001912,0
2.393253,-0.79952229,1.7990199,0
2.394253,-0.80237272,1.7978385,0
2.395253,-0.80524305,1.7966465,0
2.396253,-0.80813388,1.7954434,0
2.397253,-0.8110458,1.7942285,0
2.398253,-0.81397938,1.7930014,0
2.399253,-0.81693522,1.7917615,0
2.400253,-0.81991392,1.7905083,0
2.401253,-0.82291605,1.7892412,0
2.402253,-0.8259422,1.7879597,0
2.403253,-0.82899298,1.786663,0
2.404253,-0.83206895,1.7853507,0
2.405253,-0.83517071,1.7840221,0
2.406253,-0.83829885,1.7826766,0
2.407253,-0.84145395,1.7813135,0
2.408253,-0.8446366,1.7799323,0
2.409253,-0.84784739,1.7785323,0
2.410253,-0.85108689,1.7771127,0
2.411253,-0.8543557,1.775673,0
2.412253,-0.85765439,1.7742125,0
2.413253,-0.86098354,1.7727304,0
2.414253,-0.86434374,1.7712261,0
2.415253,-0.86773557,1.7696988,0
2.416253,-0.87115959,1.7681478,0
2.417253,-0.87461638,1.7665725,0
2.418253,-0.87810653,1.7649719,0
2.419253,-0.8816306,1.7633454,0
2.420253,-0.88518915,1.7616923,0
2.421253,-0.88878277,1.7600116,0
2.422253,-0.89241201,1.7583027,0
2.423253,-0.89607744,1.7565648,0
2.424253,-0.89977961,1.7547969,0
2.425253,-0.9035191,1.7529984,0
2.426253,-0.90729644,1.7511684,0
2.427253,-0.91111221,1.7493059,0
2.428253,-0.91496694,1.7474103,0
2.429253,-0.91886118,1.7454805,0
2.430253,-0.92279548,1.7435158,0
2.431253,-0.92677037,1.7415152,0
2.432253,-0.93078641,1.7394779,0
2.433253,-0.93484411,1.7374029,0
2.434253,-0.938944,1.7352893,0
2.435253,-0.94308662,1.7331362,0
2.436253,-0.94727249,1.7309427,0
2.437253,-0.95150211,1.7287078,0
2.438253,-0.95577602,1.7264304,0
2.439253,-0.9600947,1.7241098,0
2.440253,-0.96445867,1.7217448,0
2.441253,-0.96886843,1.7193346,0
2.442253,-0.97332446,1.716878,0
2.443253,-0.97782726,1.7143741,0
2.444253,-0.98237731,1.7118218,0
2.445253,-0.98697509,1.7092201,0
2.446253,-0.99162106,1.706568,0
2.447253,-0.9963157,1.7038644,0
2.448253,-1.0010595,1.7011083,0
2.449253,-1.0058528,1.6982985,0
2.450253,-1.0106962,1.695434,0
2.451253,-1.01559,1.6925137,0
2.452253,-1.0205347,1.6895365,0
2.453253,-1.0255307,1.6865012,0
2.454253,-1.0305785,1.6834068,0
2.455253,-1.0356784,1.6802522,0
2.456253,-1.0408309,1.6770361,0
2.457253,-1.0460363,1.6737574,0
2.458253,-1.051295,1.670415,0
2.459253,-1.0566075,1.6670077,0
2.460253,-1.061974,1.6635343,0
2.461253,-1.0673949,1.6599936,0
2.462253,-1.0728707,1.6563845,0
2.463253,-1.0784016,1.6527057,0
2.464253,-1.0839879,1.648956,0
2.465253,-1.0896301,1.6451343,0
2.466253,-1.0953283,1.6412392,0
2.467253,-1.1010829,1.6372696,0
2.468253,-1.1068943,1.6332242,0
2.469253,-1.1127626,1.6291017,0
2.470253,-1.1186881,1.624901,0
2.471253,-1.1246712,1.6206207,0
2.472253,-1.130712,1.6162595,0
2.473253,-1.1368108,1.6118163,0
2.474253,-1.1429678,1.6072897,0
2.475253,-1.1491832,1.6026785,0
2.476253,-1.1554572,1.5979812,0
2.477253,-1.1617901,1.5931968,0
2.478253,-1.1681819,1.5883238,0
2.479253,-1.1746329,1.5833609,0
2.480253,-1.1811431,1.5783069,0
2.481253,-1.1877128,1.5731604,0
2.482253,-1.194342,1.5679202,0
2.483253,-1.2010309,1.5625848,0
2.484253,-1.2077794,1.5571529,0
2.485253,-1.2145878,1.5516233,0
2.486253,-1.2214561,1.5459947,0
2.487253,-1.2283842,1.5402656,0
2.488253,-1.2353723,1.5344347,0
2.489253,-1.2424204,1.5285008,0
2.490253,-1.2495284,1.5224625,0
2.491253,-1.2566963,1.5163184,0
2.492253,-1.2639242,1.5100672,0
2.493253,-1.2712118,1.5037076,0
2.494253,-1.2785593,1.4972383,0
2.495253,-1.2859664,1.4906578,0
2.496253,-1.2934331,1.483965,0
2.497253,-1.3009592,1.4771584,0
2.498253,-1.3085447,1.4702368,0
2.499253,-1.3161893,1.4631987,0
2.500253,-1.3238929,1.456043,0
2.501253,-1.3316552,1.4487682,0
2.502253,-1.3394761,1.4413731,0
2.503253,-1.3473554,1.4338564,0
2.504253,-1.3552927,1.4262167,0
2.505253,-1.3632878,1.4184528,0
2.506253,-1.3713403,1.4105634,0
2.507253,-1.3794501,1.4025472,0
2.508253,-1.3876167,1.3944029,0
2.509253,-1.3958398,1.3861293,0
2.510253,-1.404119,1.3777251,0
2.511253,-1.4124539,1.369189,0
2.512253,-1.4208441,1.3605199,0
2.513253,-1.4292891,1.3517164,0
2.514253,-1.4377885,1.3427775,0
2.515253,-1.4463418,1.3337018,0
2.516253,-1.4549484,1.3244883,0
2.517253,-1.4636079,1.3151356,0
2.518253,-1.4723198,1.3056427,0
2.519253,-1.4810833,1.2960083,0
2.520253,-1.4898979,1.2862315,0
2.521253,-1.4987631,1.2763109,0
2.522253,-1.5076781,1.2662456,0
2.523253,-1.5166423,1.2560345,0
2.524253,-1.525655,1.2456764,0
2.525253,-1.5347155,1.2351703,0
2.526253,-1.543823,1.2245152,0
2.527253,-1.5529768,1.2137101,0
2.528253,-1.5621761,1.2027539,0
2.529253,-1.5714201,1.1916458,0
2.530253,-1.580708,1.1803847,0
2.531253,-1.5900388,1.1689697,0
2.532253,-1.5994118,1.1573998,0
2.533253,-1.608826,1.1456743,0
2.534253,-1.6182805,1.1337923,0
2.535253,-1.6277743,1.1217529,0
2.536253,-1.6373064,1.1095552,0
2.537253,-1.646876,1.0971986,0
2.538253,-1.6564818,1.0846822,0
2.539253,-1.666123,1.0720054,0
2.540253,-1.6757984,1.0591674,0
2.541253,-1.6855069,1.0461675,0
2.542253,-1.6952474,1.0330051,0
2.543253,-1.7050187,1.0196795,0
2.544253,-1.7148198,1.0061903,0
2.545253,-1.7246494,0.99253677,0
2.546253,-1.7345063,0.97871846,0
2.547253,-1.7443893,0.96473487,0
2.548253,-1.7542971,0.95058554,0
2.549253,-1.7642284,0.93627004,0
2.550253,-1.774182,0.92178799,0
2.551253,-1.7841565,0.90713903,0
2.552253,-1.7941506,0.89232284,0
2.553253,-1.8041628,0.87733914,0
2.554253,-1.814192,0.86218768,0
2.555253,-1.8242365,0.84686826,0
2.556253,-1.834295,0.8313807,0
2.557253,-1.844366,0.81572487,0
2.558253,-1.8544482,0.79990068,0
2.559253,-1.8645399,0.78390808,0
2.560253,-1.8746397,0.76774705,0
2.561253,-1.8847461,0.75141761,0
2.562253,-1.8948574,0.73491985,0
2.563253,-1.9049723,0.71825386,0
2.564253,-1.915089,0.7014198,0
2.565253,-1.9252059,0.68441787,0
2.566253,-1.9353216,0.66724829,0
2.567253,-1.9454343,0.64991136,0
2.568253,-1.9555424,0.63240738,0
2.569253,-1.9656442,0.61473675,0
2.570253,-1.9757381,0.59689985,0
2.571253,-1.9858224,0.57889716,0
2.572253,-1.9958953,0.56072917,0
2.573253,-2.0059553,0.54239643,0
2.574253,-2.0160005,0.52389953,0
2.575253,-2.0260291,0.50523911,0
2.576253,-2.0360396,0.48641586,0
2.577253,-2.0460301,0.4674305,0
2.578253,-2.0559988,0.44828381,0
2.579253,-2.0659439,0.42897662,0
2.580253,-2.0758638,0.40950979,0
2.581253,-2.0857565,0.38988425,0
2.582253,-2.0956203,0.37010094,0
2.583253,-2.1054535,0.35016089,0
2.584253,-2.1152541,0.33006514,0
2.585253,-2.1250204,0.30981481,0
2.586253,-2.1347505,0.28941104,0
2.587253,-2.1444427,0.26885502,0
2.588253,-2.1540951,0.24814801,0
2.589253,-2.1637058,0.22729129,0
2.590253,-2.1732732,0.20628619,0
2.591253,-2.1827953,0.18513411,0
2.592253,-2.1922703,0.16383646,0
2.593253,-2.2016964,0.14239471,0
2.594253,-2.2110718,0.1208104,0
2.595253,-2.2203947,0.099085075,0
2.596253,-2.2296632,0.077220353,0
2.597253,-2.2388756,0.055217884,0
2.598253,-2.24803,0.033079367,0
2.599253,-2.2571248,0.010806541,0
2.600253,-2.266158,-0.011598808,0
2.601253,-2.2751279,-0.034134854,0
2.602253,-2.2840328,-0.056799728,0
2.603253,-2.2928708,-0.079591518,0
2.604253,-2.3016404,-0.10250827,0
2.605253,-2.3103396,-0.125548,0
2.606253,-2.3189669,-0.14870866,0
2.607253,-2.3275204,-0.17198819,0
2.608253,-2.3359986,-0.19538447,0
2.609253,-2.3443997,-0.21889535,0
2.610253,-2.3527221,-0.24251866,0
2.611253,-2.3609642,-0.26625215,0
2.612253,-2.3691242,-0.29009358,0
2.613253,-2.3772007,-0.31404065,0
2.614253,-2.3851921,-0.33809102,0
2.615253,-2.3930967,-0.36224235,0
2.616253,-2.4009131,-0.38649222,0
2.617253,-2.4086397,-0.41083821,0
2.618253,-2.416275,-0.43527787,0
2.619253,-2.4238176,-0.45980871,0
2.620253,-2.4312661,-0.4844282,0
2.621253,-2.4386189,-0.5091338,0
2.622253,-2.4458748,-0.53392294,0
2.623253,-2.4530322,-0.55879302,0
2.624253,-2.46009,-0.58374142,0
2.625253,-2.4670468,-0.60876547,0
2.626253,-2.4739014,-0.63386252,0
2.627253,-2.4806523,-0.65902986,0
2.628253,-2.4872986,-0.68426479,0
2.629253,-2.4938389,-0.70956456,0
2.630253,-2.500272,-0.73492641,0
2.631253,-2.506597,-0.76034759,0
2.632253,-2.5128126,-0.78582529,0
2.633253,-2.5189179,-0.81135671,0
2.634253,-2.5249118,-0.83693904,0
2.635253,-2.5307933,-0.86256943,0
2.636253,-2.5365614,-0.88824504,0
2.637253,-2.5422153,-0.91396302,0
2.638253,-2.5477541,-0.93972049,0
2.639253,-2.5531768,-0.96551459,0
2.640253,-2.5584828,-0.99134242,0
2.641253,-2.5636711,-1.0172011,0
2.642253,-2.5687412,-1.0430877,0
2.643253,-2.5736923,-1.0689994,0
2.644253,-2.5785237,-1.0949332,0
2.645253,-2.5832349,-1.1208863,0
2.646253,-2.5878252,-1.1468557,0
2.647253,-2.5922941,-1.1728386,0
2.648253,-2.5966411,-1.1988319,0
2.649253,-2.6008658,-1.2248329,0
2.650253,-2.6049677,-1.2508386,0
2.651253,-2.6089464,-1.2768461,0
2.652253,-2.6128016,-1.3028526,0
2.653253,-2.6165331,-1.3288551,0
2.654253,-2.6201405,-1.3548508,0
2.655253,-2.6236236,-1.3808369,0
2.656253,-2.6269822,-1.4068104,0
2.657253,-2.6302163,-1.4327685,0
2.658253,-2.6333257,-1.4587084,0
2.659253,-2.6363104,-1.4846273,0
2.660253,-2.6391703,-1.5105224,0
2.661253,-2.6419055,-1.5363908,0
2.662253,-2.644516,-1.5622299,0
