X:Vel_TX-Body1-Model1(m/s),Y:Vel_TX-Body1-Model1(m/s),Y:Vel_TY-Body1-Model1(m/s),Y:Vel_TZ-Body1-Model1(m/s)
0.068253000,-0.0030760162,-0.21227109,0.0000000
0.069253000,-0.0032131955,-0.21537939,0.0000000
0.070253000,-0.0033543927,-0.21848756,0.0000000
0.071253000,-0.0034996656,-0.22159559,0.0000000
0.072253000,-0.0036490721,-0.22470348,0.0000000
0.073253000,-0.0038026702,-0.22781122,0.0000000
0.074253000,-0.0039605176,-0.23091881,0.0000000
0.075253000,-0.0041226721,-0.23402624,0.0000000
0.076253000,-0.0042891917,-0.23713350,0.0000000
0.077253000,-0.0044601341,-0.24024059,0.0000000
0.078253000,-0.0046355571,-0.24334750,0.0000000
0.079253000,-0.0048155185,-0.24645421,0.0000000
0.080253000,-0.0050000760,-0.24956074,0.0000000
0.081253000,-0.0051892875,-0.25266706,0.0000000
0.082253000,-0.0053832107,-0.25577317,0.0000000
0.083253000,-0.0055819033,-0.25887907,0.0000000
0.084253000,-0.0057854230,-0.26198473,0.0000000
0.085253000,-0.0059938275,-0.26509017,0.0000000
0.086253000,-0.0062071745,-0.26819536,0.0000000
0.087253000,-0.0064255216,-0.27130030,0.0000000
0.088253000,-0.0066489266,-0.27440498,0.0000000
0.089253000,-0.0068774469,-0.27750939,0.0000000
0.090253000,-0.0071111402,-0.28061352,0.0000000
0.091253000,-0.0073500642,-0.28371736,0.0000000
0.092253000,-0.0075942763,-0.28682091,0.0000000
0.093253000,-0.0078438340,-0.28992414,0.0000000
0.094253000,-0.0080987950,-0.29302707,0.0000000
0.095253000,-0.0083592167,-0.29612966,0.0000000
0.096253000,-0.0086251566,-0.29923191,0.0000000
0.097253000,-0.0088966720,-0.30233382,0.0000000
0.098253000,-0.0091738205,-0.30543536,0.0000000
0.099253000,-0.0094566594,-0.30853654,0.0000000
0.10025300,-0.0097452461,-0.31163733,0.0000000
0.10125300,-0.010039638,-0.31473773,0.0000000
0.10225300,-0.010339892,-0.31783772,0.0000000
0.10325300,-0.010646066,-0.32093729,0.0000000
0.10425300,-0.010958217,-0.32403643,0.0000000
0.10525300,-0.011276402,-0.32713513,0.0000000
0.10625300,-0.011600678,-0.33023337,0.0000000
0.10725300,-0.011931103,-0.33333114,0.0000000
0.10825300,-0.012267734,-0.33642843,0.0000000
0.10925300,-0.012610627,-0.33952522,0.0000000
0.11025300,-0.012959840,-0.34262150,0.0000000
0.11125300,-0.013315429,-0.34571726,0.0000000
0.11225300,-0.013677452,-0.34881248,0.0000000
0.11325300,-0.014045966,-0.35190714,0.0000000
0.11425300,-0.014421028,-0.35500124,0.0000000
0.11525300,-0.014802693,-0.35809476,0.0000000
0.11625300,-0.015191020,-0.36118767,0.0000000
0.11725300,-0.015586065,-0.36427997,0.0000000
0.11825300,-0.015987884,-0.36737164,0.0000000
0.11925300,-0.016396534,-0.37046267,0.0000000
0.12025300,-0.016812073,-0.37355303,0.0000000
0.12125300,-0.017234556,-0.37664271,0.0000000
0.12225300,-0.017664039,-0.37973169,0.0000000
0.12325300,-0.018100581,-0.38281996,0.0000000
0.12425300,-0.018544236,-0.38590750,0.0000000
0.12525300,-0.018995061,-0.38899428,0.0000000
0.12625300,-0.019453113,-0.39208030,0.0000000
0.12725300,-0.019918447,-0.39516553,0.0000000
0.12825300,-0.020391120,-0.39824996,0.0000000
0.12925300,-0.020871189,-0.40133356,0.0000000
0.13025300,-0.021358708,-0.40441632,0.0000000
0.13125300,-0.021853735,-0.40749822,0.0000000
0.13225300,-0.022356325,-0.41057923,0.0000000
0.13325300,-0.022866534,-0.41365934,0.0000000
0.13425300,-0.023384417,-0.41673853,0.0000000
0.13525300,-0.023910031,-0.41981677,0.0000000
0.13625300,-0.024443431,-0.42289404,0.0000000
0.13725300,-0.024984673,-0.42597033,0.0000000
0.13825300,-0.025533813,-0.42904560,0.0000000
0.13925300,-0.026090905,-0.43211985,0.0000000
0.14025300,-0.026656005,-0.43519304,0.0000000
0.14125300,-0.027229169,-0.43826515,0.0000000
0.14225300,-0.027810451,-0.44133617,0.0000000
0.14325300,-0.028399907,-0.44440606,0.0000000
0.14425300,-0.028997592,-0.44747480,0.0000000
0.14525300,-0.029603561,-0.45054238,0.0000000
0.14625300,-0.030217869,-0.45360875,0.0000000
0.14725300,-0.030840570,-0.45667391,0.0000000
0.14825300,-0.031471720,-0.45973782,0.0000000
0.14925300,-0.032111373,-0.46280047,0.0000000
0.15025300,-0.032759582,-0.46586181,0.0000000
0.15125300,-0.033416404,-0.46892184,0.0000000
0.15225300,-0.034081892,-0.47198051,0.0000000
0.15325300,-0.034756101,-0.47503781,0.0000000
0.15425300,-0.035439084,-0.47809371,0.0000000
0.15525300,-0.036130895,-0.48114818,0.0000000
0.15625300,-0.036831590,-0.48420119,0.0000000
0.15725300,-0.037541220,-0.48725272,0.0000000
0.15825300,-0.038259841,-0.49030273,0.0000000
0.15925300,-0.038987505,-0.49335120,0.0000000
0.16025300,-0.039724267,-0.49639810,0.0000000
0.16125300,-0.040470179,-0.49944339,0.0000000
0.16225300,-0.041225295,-0.50248705,0.0000000
0.16325300,-0.041989667,-0.50552906,0.0000000
0.16425300,-0.042763350,-0.50856937,0.0000000
0.16525300,-0.043546396,-0.51160795,0.0000000
0.16625300,-0.044338857,-0.51464478,0.0000000
0.16725300,-0.045140787,-0.51767983,0.0000000
0.16825300,-0.045952237,-0.52071306,0.0000000
0.16925300,-0.046773261,-0.52374443,0.0000000
0.17025300,-0.047603910,-0.52677393,0.0000000
0.17125300,-0.048444236,-0.52980150,0.0000000
0.17225300,-0.049294292,-0.53282713,0.0000000
0.17325300,-0.050154130,-0.53585077,0.0000000
0.17425300,-0.051023800,-0.53887239,0.0000000
0.17525300,-0.051903355,-0.54189196,0.0000000
0.17625300,-0.052792845,-0.54490944,0.0000000
0.17725300,-0.053692323,-0.54792480,0.0000000
0.17825300,-0.054601839,-0.55093800,0.0000000
0.17925300,-0.055521444,-0.55394900,0.0000000
0.18025300,-0.056451189,-0.55695777,0.0000000
0.18125300,-0.057391124,-0.55996426,0.0000000
0.18225300,-0.058341301,-0.56296846,0.0000000
0.18325300,-0.059301768,-0.56597030,0.0000000
0.18425300,-0.060272577,-0.56896977,0.0000000
0.18525300,-0.061253777,-0.57196681,0.0000000
0.18625300,-0.062245417,-0.57496139,0.0000000
0.18725300,-0.063247549,-0.57795347,0.0000000
0.18825300,-0.064260220,-0.58094301,0.0000000
0.18925300,-0.065283480,-0.58392998,0.0000000
0.19025300,-0.066317378,-0.58691432,0.0000000
0.19125300,-0.067361963,-0.58989600,0.0000000
0.19225300,-0.068417284,-0.59287497,0.0000000
0.19325300,-0.069483388,-0.59585121,0.0000000
0.19425300,-0.070560325,-0.59882465,0.0000000
0.19525300,-0.071648142,-0.60179527,0.0000000
0.19625300,-0.072746887,-0.60476301,0.0000000
0.19725300,-0.073856608,-0.60772783,0.0000000
0.19825300,-0.074977351,-0.61068970,0.0000000
0.19925300,-0.076109165,-0.61364856,0.0000000
0.20025300,-0.077252097,-0.61660438,0.0000000
0.20125300,-0.078406192,-0.61955710,0.0000000
0.20225300,-0.079571498,-0.62250668,0.0000000
0.20325300,-0.080748060,-0.62545307,0.0000000
0.20425300,-0.081935926,-0.62839623,0.0000000
0.20525300,-0.083135140,-0.63133612,0.0000000
0.20625300,-0.084345749,-0.63427267,0.0000000
0.20725300,-0.085567797,-0.63720586,0.0000000
0.20825300,-0.086801330,-0.64013562,0.0000000
0.20925300,-0.088046394,-0.64306191,0.0000000
0.21025300,-0.089303031,-0.64598469,0.0000000
0.21125300,-0.090571287,-0.64890389,0.0000000
0.21225300,-0.091851206,-0.65181948,0.0000000
0.21325300,-0.093142832,-0.65473140,0.0000000
0.21425300,-0.094446209,-0.65763961,0.0000000
0.21525300,-0.095761379,-0.66054404,0.0000000
0.21625300,-0.097088385,-0.66344465,0.0000000
0.21725300,-0.098427272,-0.66634139,0.0000000
0.21825300,-0.099778080,-0.66923420,0.0000000
0.21925300,-0.10114085,-0.67212304,0.0000000
0.22025300,-0.10251563,-0.67500784,0.0000000
0.22125300,-0.10390246,-0.67788856,0.0000000
0.22225300,-0.10530137,-0.68076514,0.0000000
0.22325300,-0.10671242,-0.68363753,0.0000000
0.22425300,-0.10813564,-0.68650567,0.0000000
0.22525300,-0.10957107,-0.68936950,0.0000000
0.22625300,-0.11101875,-0.69222898,0.0000000
0.22725300,-0.11247872,-0.69508404,0.0000000
0.22825300,-0.11395103,-0.69793463,0.0000000
0.22925300,-0.11543570,-0.70078070,0.0000000
0.23025300,-0.11693278,-0.70362217,0.0000000
0.23125300,-0.11844232,-0.70645900,0.0000000
0.23225300,-0.11996433,-0.70929113,0.0000000
0.23325300,-0.12149887,-0.71211850,0.0000000
0.23425300,-0.12304598,-0.71494104,0.0000000
0.23525300,-0.12460568,-0.71775871,0.0000000
0.23625300,-0.12617802,-0.72057143,0.0000000
0.23725300,-0.12776303,-0.72337916,0.0000000
0.23825300,-0.12936075,-0.72618182,0.0000000
0.23925300,-0.13097121,-0.72897936,0.0000000
0.24025300,-0.13259445,-0.73177171,0.0000000
0.24125300,-0.13423051,-0.73455882,0.0000000
0.24225300,-0.13587942,-0.73734061,0.0000000
0.24325300,-0.13754121,-0.74011703,0.0000000
0.24425300,-0.13921592,-0.74288802,0.0000000
0.24525300,-0.14090358,-0.74565351,0.0000000
0.24625300,-0.14260423,-0.74841343,0.0000000
0.24725300,-0.14431789,-0.75116772,0.0000000
0.24825300,-0.14604460,-0.75391631,0.0000000
0.24925300,-0.14778440,-0.75665915,0.0000000
0.25025300,-0.14953731,-0.75939615,0.0000000
0.25125300,-0.15130337,-0.76212727,0.0000000
0.25225300,-0.15308260,-0.76485242,0.0000000
0.25325300,-0.15487503,-0.76757154,0.0000000
0.25425300,-0.15668071,-0.77028457,0.0000000
0.25525300,-0.15849965,-0.77299143,0.0000000
0.25625300,-0.16033188,-0.77569206,0.0000000
0.25725300,-0.16217744,-0.77838639,0.0000000
0.25825300,-0.16403635,-0.78107435,0.0000000
0.25925300,-0.16590864,-0.78375587,0.0000000
0.26025300,-0.16779433,-0.78643087,0.0000000
0.26125300,-0.16969346,-0.78909929,0.0000000
0.26225300,-0.17160605,-0.79176106,0.0000000
0.26325300,-0.17353213,-0.79441610,0.0000000
0.26425300,-0.17547172,-0.79706434,0.0000000
0.26525300,-0.17742485,-0.79970571,0.0000000
0.26625300,-0.17939154,-0.80234014,0.0000000
0.26725300,-0.18137181,-0.80496755,0.0000000
0.26825300,-0.18336569,-0.80758788,0.0000000
0.26925300,-0.18537321,-0.81020103,0.0000000
0.27025300,-0.18739438,-0.81280695,0.0000000
0.27125300,-0.18942923,-0.81540556,0.0000000
0.27225300,-0.19147778,-0.81799677,0.0000000
0.27325300,-0.19354005,-0.82058052,0.0000000
0.27425300,-0.19561606,-0.82315673,0.0000000
0.27525300,-0.19770583,-0.82572532,0.0000000
0.27625300,-0.19980938,-0.82828622,0.0000000
0.27725300,-0.20192674,-0.83083935,0.0000000
0.27825300,-0.20405791,-0.83338462,0.0000000
0.27925300,-0.20620291,-0.83592197,0.0000000
0.28025300,-0.20836178,-0.83845131,0.0000000
0.28125300,-0.21053451,-0.84097256,0.0000000
0.28225300,-0.21272113,-0.84348565,0.0000000
0.28325300,-0.21492165,-0.84599050,0.0000000
0.28425300,-0.21713609,-0.84848702,0.0000000
0.28525300,-0.21936447,-0.85097514,0.0000000
0.28625300,-0.22160679,-0.85345477,0.0000000
0.28725300,-0.22386308,-0.85592583,0.0000000
0.28825300,-0.22613334,-0.85838825,0.0000000
0.28925300,-0.22841758,-0.86084193,0.0000000
0.29025300,-0.23071583,-0.86328680,0.0000000
0.29125300,-0.23302808,-0.86572278,0.0000000
0.29225300,-0.23535436,-0.86814977,0.0000000
0.29325300,-0.23769467,-0.87056771,0.0000000
0.29425300,-0.24004901,-0.87297650,0.0000000
0.29525300,-0.24241741,-0.87537605,0.0000000
0.29625300,-0.24479987,-0.87776630,0.0000000
0.29725300,-0.24719639,-0.88014714,0.0000000
0.29825300,-0.24960698,-0.88251850,0.0000000
0.29925300,-0.25203165,-0.88488029,0.0000000
0.30025300,-0.25447041,-0.88723243,0.0000000
0.30125300,-0.25692325,-0.88957482,0.0000000
0.30225300,-0.25939019,-0.89190739,0.0000000
0.30325300,-0.26187123,-0.89423004,0.0000000
0.30425300,-0.26436637,-0.89654268,0.0000000
0.30525300,-0.26687562,-0.89884524,0.0000000
0.30625300,-0.26939897,-0.90113762,0.0000000
0.30725300,-0.27193643,-0.90341973,0.0000000
0.30825300,-0.27448800,-0.90569149,0.0000000
0.30925300,-0.27705367,-0.90795280,0.0000000
0.31025300,-0.27963345,-0.91020359,0.0000000
0.31125300,-0.28222734,-0.91244375,0.0000000
0.31225300,-0.28483533,-0.91467320,0.0000000
0.31325300,-0.28745743,-0.91689185,0.0000000
0.31425300,-0.29009362,-0.91909960,0.0000000
0.31525300,-0.29274390,-0.92129638,0.0000000
0.31625300,-0.29540827,-0.92348208,0.0000000
0.31725300,-0.29808673,-0.92565662,0.0000000
0.31825300,-0.30077926,-0.92781990,0.0000000
0.31925300,-0.30348586,-0.92997184,0.0000000
0.32025300,-0.30620653,-0.93211234,0.0000000
0.32125300,-0.30894124,-0.93424131,0.0000000
0.32225300,-0.31169001,-0.93635865,0.0000000
0.32325300,-0.31445280,-0.93846428,0.0000000
0.32425300,-0.31722962,-0.94055810,0.0000000
0.32525300,-0.32002046,-0.94264002,0.0000000
0.32625300,-0.32282529,-0.94470994,0.0000000
0.32725300,-0.32564411,-0.94676778,0.0000000
0.32825300,-0.32847690,-0.94881343,0.0000000
0.32925300,-0.33132366,-0.95084680,0.0000000
0.33025300,-0.33418435,-0.95286780,0.0000000
0.33125300,-0.33705898,-0.95487634,0.0000000
0.33225300,-0.33994752,-0.95687232,0.0000000
0.33325300,-0.34284995,-0.95885564,0.0000000
0.33425300,-0.34576625,-0.96082621,0.0000000
0.33525300,-0.34869642,-0.96278394,0.0000000
0.33625300,-0.35164042,-0.96472873,0.0000000
0.33725300,-0.35459824,-0.96666047,0.0000000
0.33825300,-0.35756985,-0.96857909,0.0000000
0.33925300,-0.36055523,-0.97048448,0.0000000
0.34025300,-0.36355437,-0.97237654,0.0000000
0.34125300,-0.36656723,-0.97425518,0.0000000
0.34225300,-0.36959379,-0.97612031,0.0000000
0.34325300,-0.37263402,-0.97797182,0.0000000
0.34425300,-0.37568791,-0.97980962,0.0000000
0.34525300,-0.37875542,-0.98163361,0.0000000
0.34625300,-0.38183652,-0.98344370,0.0000000
0.34725300,-0.38493119,-0.98523978,0.0000000
0.34825300,-0.38803940,-0.98702177,0.0000000
0.34925300,-0.39116111,-0.98878956,0.0000000
0.35025300,-0.39429629,-0.99054305,0.0000000
0.35125300,-0.39744492,-0.99228215,0.0000000
0.35225300,-0.40060695,-0.99400677,0.0000000
0.35325300,-0.40378237,-0.99571679,0.0000000
0.35425300,-0.40697112,-0.99741213,0.0000000
0.35525300,-0.41017318,-0.99909269,0.0000000
0.35625300,-0.41338850,-1.0007584,0.0000000
0.35725300,-0.41661706,-1.0024091,0.0000000
0.35825300,-0.41985881,-1.0040447,0.0000000
0.35925300,-0.42311372,-1.0056651,0.0000000
0.36025300,-0.42638174,-1.0072703,0.0000000
0.36125300,-0.42966283,-1.0088601,0.0000000
0.36225300,-0.43295696,-1.0104344,0.0000000
0.36325300,-0.43626407,-1.0119932,0.0000000
0.36425300,-0.43958414,-1.0135363,0.0000000
0.36525300,-0.44291710,-1.0150636,0.0000000
0.36625300,-0.44626292,-1.0165751,0.0000000
0.36725300,-0.44962155,-1.0180706,0.0000000
0.36825300,-0.45299295,-1.0195500,0.0000000
0.36925300,-0.45637706,-1.0210133,0.0000000
0.37025300,-0.45977383,-1.0224603,0.0000000
0.37125300,-0.46318323,-1.0238910,0.0000000
0.37225300,-0.46660519,-1.0253052,0.0000000
0.37325300,-0.47003967,-1.0267028,0.0000000
0.37425300,-0.47348661,-1.0280839,0.0000000
0.37525300,-0.47694595,-1.0294481,0.0000000
0.37625300,-0.48041766,-1.0307955,0.0000000
0.37725300,-0.48390166,-1.0321260,0.0000000
0.37825300,-0.48739791,-1.0334395,0.0000000
0.37925300,-0.49090634,-1.0347358,0.0000000
0.38025300,-0.49442690,-1.0360148,0.0000000
0.38125300,-0.49795954,-1.0372765,0.0000000
0.38225300,-0.50150418,-1.0385208,0.0000000
0.38325300,-0.50506077,-1.0397476,0.0000000
0.38425300,-0.50862925,-1.0409567,0.0000000
0.38525300,-0.51220955,-1.0421482,0.0000000
0.38625300,-0.51580161,-1.0433218,0.0000000
0.38725300,-0.51940538,-1.0444774,0.0000000
0.38825300,-0.52302077,-1.0456151,0.0000000
0.38925300,-0.52664773,-1.0467347,0.0000000
0.39025300,-0.53028618,-1.0478360,0.0000000
0.39125300,-0.53393606,-1.0489191,0.0000000
0.39225300,-0.53759731,-1.0499837,0.0000000
0.39325300,-0.54126984,-1.0510299,0.0000000
0.39425300,-0.54495359,-1.0520575,0.0000000
0.39525300,-0.54864849,-1.0530664,0.0000000
0.39625300,-0.55235446,-1.0540565,0.0000000
0.39725300,-0.55607143,-1.0550277,0.0000000
0.39825300,-0.55979933,-1.0559800,0.0000000
0.39925300,-0.56353807,-1.0569132,0.0000000
0.40025300,-0.56728759,-1.0578273,0.0000000
0.40125300,-0.57104780,-1.0587221,0.0000000
0.40225300,-0.57481862,-1.0595975,0.0000000
0.40325300,-0.57859998,-1.0604536,0.0000000
0.40425300,-0.58239180,-1.0612901,0.0000000
0.40525300,-0.58619398,-1.0621070,0.0000000
0.40625300,-0.59000646,-1.0629042,0.0000000
0.40725300,-0.59382915,-1.0636815,0.0000000
0.40825300,-0.59766195,-1.0644390,0.0000000
0.40925300,-0.60150480,-1.0651765,0.0000000
0.41025300,-0.60535759,-1.0658939,0.0000000
0.41125300,-0.60922025,-1.0665912,0.0000000
0.41225300,-0.61309268,-1.0672682,0.0000000
0.41325300,-0.61697479,-1.0679248,0.0000000
0.41425300,-0.62086650,-1.0685610,0.0000000
0.41525300,-0.62476772,-1.0691767,0.0000000
0.41625300,-0.62867835,-1.0697718,0.0000000
0.41725300,-0.63259829,-1.0703462,0.0000000
0.41825300,-0.63652746,-1.0708998,0.0000000
0.41925300,-0.64046576,-1.0714325,0.0000000
0.42025300,-0.64441309,-1.0719442,0.0000000
0.42125300,-0.64836936,-1.0724350,0.0000000
0.42225300,-0.65233446,-1.0729045,0.0000000
0.42325300,-0.65630831,-1.0733529,0.0000000
0.42425300,-0.66029079,-1.0737799,0.0000000
0.42525300,-0.66428182,-1.0741856,0.0000000
0.42625300,-0.66828128,-1.0745698,0.0000000
0.42725300,-0.67228907,-1.0749324,0.0000000
0.42825300,-0.67630510,-1.0752734,0.0000000
0.42925300,-0.68032925,-1.0755927,0.0000000
0.43025300,-0.68436143,-1.0758902,0.0000000
0.43125300,-0.68840152,-1.0761657,0.0000000
0.43225300,-0.69244941,-1.0764194,0.0000000
0.43325300,-0.69650501,-1.0766510,0.0000000
0.43425300,-0.70056819,-1.0768604,0.0000000
0.43525300,-0.70463886,-1.0770477,0.0000000
0.43625300,-0.70871689,-1.0772127,0.0000000
0.43725300,-0.71280218,-1.0773553,0.0000000
0.43825300,-0.71689461,-1.0774755,0.0000000
0.43925300,-0.72099407,-1.0775732,0.0000000
0.44025300,-0.72510045,-1.0776482,0.0000000
0.44125300,-0.72921363,-1.0777007,0.0000000
0.44225300,-0.73333349,-1.0777304,0.0000000
0.44325300,-0.73745992,-1.0777373,0.0000000
0.44425300,-0.74159279,-1.0777213,0.0000000
0.44525300,-0.74573200,-1.0776823,0.0000000
0.44625300,-0.74987741,-1.0776203,0.0000000
0.44725300,-0.75402890,-1.0775352,0.0000000
0.44825300,-0.75818636,-1.0774270,0.0000000
0.44925300,-0.76234967,-1.0772955,0.0000000
0.45025300,-0.76651869,-1.0771407,0.0000000
0.45125300,-0.77069331,-1.0769625,0.0000000
0.45225300,-0.77487339,-1.0767609,0.0000000
0.45325300,-0.77905882,-1.0765358,0.0000000
0.45425300,-0.78324946,-1.0762871,0.0000000
0.45525300,-0.78744518,-1.0760148,0.0000000
0.45625300,-0.79164587,-1.0757187,0.0000000
0.45725300,-0.79585138,-1.0753989,0.0000000
0.45825300,-0.80006159,-1.0750553,0.0000000
0.45925300,-0.80427637,-1.0746877,0.0000000
0.46025300,-0.80849558,-1.0742962,0.0000000
0.46125300,-0.81271909,-1.0738807,0.0000000
0.46225300,-0.81694677,-1.0734411,0.0000000
0.46325300,-0.82117848,-1.0729774,0.0000000
0.46425300,-0.82541409,-1.0724895,0.0000000
0.46525300,-0.82965345,-1.0719774,0.0000000
0.46625300,-0.83389644,-1.0714409,0.0000000
0.46725300,-0.83814292,-1.0708801,0.0000000
0.46825300,-0.84239274,-1.0702949,0.0000000
0.46925300,-0.84664576,-1.0696852,0.0000000
0.47025300,-0.85090185,-1.0690510,0.0000000
0.47125300,-0.85516087,-1.0683922,0.0000000
0.47225300,-0.85942267,-1.0677088,0.0000000
0.47325300,-0.86368711,-1.0670007,0.0000000
0.47425300,-0.86795404,-1.0662679,0.0000000
0.47525300,-0.87222333,-1.0655103,0.0000000
0.47625300,-0.87649483,-1.0647280,0.0000000
0.47725300,-0.88076838,-1.0639207,0.0000000
0.47825300,-0.88504385,-1.0630886,0.0000000
0.47925300,-0.88932109,-1.0622315,0.0000000
0.48025300,-0.89359995,-1.0613494,0.0000000
0.48125300,-0.89788028,-1.0604423,0.0000000
0.48225300,-0.90216194,-1.0595101,0.0000000
0.48325300,-0.90644476,-1.0585528,0.0000000
0.48425300,-0.91072861,-1.0575703,0.0000000
0.48525300,-0.91501332,-1.0565627,0.0000000
0.48625300,-0.91929876,-1.0555298,0.0000000
0.48725300,-0.92358476,-1.0544717,0.0000000
0.48825300,-0.92787117,-1.0533882,0.0000000
0.48925300,-0.93215783,-1.0522795,0.0000000
0.49025300,-0.93644461,-1.0511454,0.0000000
0.49125300,-0.94073132,-1.0499858,0.0000000
0.49225300,-0.94501783,-1.0488009,0.0000000
0.49325300,-0.94930397,-1.0475905,0.0000000
0.49425300,-0.95358959,-1.0463546,0.0000000
0.49525300,-0.95787453,-1.0450932,0.0000000
0.49625300,-0.96215864,-1.0438063,0.0000000
0.49725300,-0.96644174,-1.0424938,0.0000000
0.49825300,-0.97072368,-1.0411557,0.0000000
0.49925300,-0.97500431,-1.0397920,0.0000000
0.50025300,-0.97928346,-1.0384027,0.0000000
0.50125300,-0.98356096,-1.0369878,0.0000000
0.50225300,-0.98783667,-1.0355472,0.0000000
0.50325300,-0.99211041,-1.0340809,0.0000000
0.50425300,-0.99638202,-1.0325889,0.0000000
0.50525300,-1.0006513,-1.0310712,0.0000000
0.50625300,-1.0049182,-1.0295278,0.0000000
0.50725300,-1.0091825,-1.0279586,0.0000000
0.50825300,-1.0134439,-1.0263636,0.0000000
0.50925300,-1.0177024,-1.0247430,0.0000000
0.51025300,-1.0219578,-1.0230965,0.0000000
0.51125300,-1.0262099,-1.0214242,0.0000000
0.51225300,-1.0304586,-1.0197262,0.0000000
0.51325300,-1.0347036,-1.0180024,0.0000000
0.51425300,-1.0389449,-1.0162527,0.0000000
0.51525300,-1.0431822,-1.0144773,0.0000000
0.51625300,-1.0474154,-1.0126761,0.0000000
0.51725300,-1.0516443,-1.0108491,0.0000000
0.51825300,-1.0558687,-1.0089962,0.0000000
0.51925300,-1.0600885,-1.0071176,0.0000000
0.52025300,-1.0643035,-1.0052132,0.0000000
0.52125300,-1.0685136,-1.0032830,0.0000000
0.52225300,-1.0727184,-1.0013270,0.0000000
0.52325300,-1.0769180,-0.99934520,0.0000000
0.52425300,-1.0811121,-0.99733765,0.0000000
