X:Acc_TX-Body2-Model1(m/s^2),Y:Acc_TX-Body2-Model1(m/s^2),Y:Acc_TY-Body2-Model1(m/s^2),Y:Acc_TZ-Body2-Model1(m/s^2)
0.52525300,-9.5660253,1.9941046,0.0000000
0.52625300,-9.5637343,2.0404841,0.0000000
0.52725300,-9.5611592,2.0868739,0.0000000
0.52825300,-9.5582995,2.1332719,0.0000000
0.52925300,-9.5551548,2.1796762,0.0000000
0.53025300,-9.5517249,2.2260848,0.0000000
0.53125300,-9.5480092,2.2724957,0.0000000
0.53225300,-9.5440075,2.3189070,0.0000000
0.53325300,-9.5397195,2.3653167,0.0000000
0.53425300,-9.5351448,2.4117226,0.0000000
0.53525300,-9.5302831,2.4581230,0.0000000
0.53625300,-9.5251341,2.5045156,0.0000000
0.53725300,-9.5196977,2.5508986,0.0000000
0.53825300,-9.5139736,2.5972699,0.0000000
0.53925300,-9.5079616,2.6436275,0.0000000
0.54025300,-9.5016614,2.6899693,0.0000000
0.54125300,-9.4950730,2.7362933,0.0000000
0.54225300,-9.4881962,2.7825975,0.0000000
0.54325300,-9.4810307,2.8288799,0.0000000
0.54425300,-9.4735766,2.8751383,0.0000000
0.54525300,-9.4658338,2.9213707,0.0000000
0.54625300,-9.4578021,2.9675752,0.0000000
0.54725300,-9.4494815,3.0137495,0.0000000
0.54825300,-9.4408720,3.0598918,0.0000000
0.54925300,-9.4319736,3.1059998,0.0000000
0.55025300,-9.4227862,3.1520715,0.0000000
0.55125300,-9.4133100,3.1981050,0.0000000
0.55225300,-9.4035449,3.2440980,0.0000000
0.55325300,-9.3934911,3.2900485,0.0000000
0.55425300,-9.3831486,3.3359545,0.0000000
0.55525300,-9.3725175,3.3818138,0.0000000
0.55625300,-9.3615980,3.4276244,0.0000000
0.55725300,-9.3503902,3.4733842,0.0000000
0.55825300,-9.3388943,3.5190912,0.0000000
0.55925300,-9.3271105,3.5647431,0.0000000
0.56025300,-9.3150390,3.6103381,0.0000000
0.56125300,-9.3026800,3.6558739,0.0000000
0.56225300,-9.2900338,3.7013484,0.0000000
0.56325300,-9.2771008,3.7467597,0.0000000
0.56425300,-9.2638810,3.7921056,0.0000000
0.56525300,-9.2503750,3.8373840,0.0000000
0.56625300,-9.2365830,3.8825928,0.0000000
0.56725300,-9.2225053,3.9277300,0.0000000
0.56825300,-9.2081424,3.9727935,0.0000000
0.56925300,-9.1934947,4.0177812,0.0000000
0.57025300,-9.1785626,4.0626909,0.0000000
0.57125300,-9.1633465,4.1075207,0.0000000
0.57225300,-9.1478469,4.1522684,0.0000000
0.57325300,-9.1320643,4.1969320,0.0000000
0.57425300,-9.1159991,4.2415094,0.0000000
0.57525300,-9.0996520,4.2859985,0.0000000
0.57625300,-9.0830233,4.3303972,0.0000000
0.57725300,-9.0661138,4.3747036,0.0000000
0.57825300,-9.0489240,4.4189154,0.0000000
0.57925300,-9.0314546,4.4630307,0.0000000
0.58025300,-9.0137060,4.5070474,0.0000000
0.58125300,-8.9956790,4.5509635,0.0000000
0.58225300,-8.9773743,4.5947768,0.0000000
0.58325300,-8.9587925,4.6384853,0.0000000
0.58425300,-8.9399344,4.6820871,0.0000000
0.58525300,-8.9208006,4.7255800,0.0000000
0.58625300,-8.9013920,4.7689620,0.0000000
0.58725300,-8.8817092,4.8122312,0.0000000
0.58825300,-8.8617532,4.8553854,0.0000000
0.58925300,-8.8415246,4.8984226,0.0000000
0.59025300,-8.8210244,4.9413409,0.0000000
0.59125300,-8.8002534,4.9841382,0.0000000
0.59225300,-8.7792124,5.0268125,0.0000000
0.59325300,-8.7579023,5.0693619,0.0000000
0.59425300,-8.7363241,5.1117843,0.0000000
0.59525300,-8.7144787,5.1540777,0.0000000
0.59625300,-8.6923671,5.1962402,0.0000000
0.59725300,-8.6699901,5.2382699,0.0000000
0.59825300,-8.6473488,5.2801646,0.0000000
0.59925300,-8.6244442,5.3219226,0.0000000
0.60025300,-8.6012774,5.3635417,0.0000000
0.60125300,-8.5778493,5.4050202,0.0000000
0.60225300,-8.5541611,5.4463560,0.0000000
0.60325300,-8.5302138,5.4875473,0.0000000
0.60425300,-8.5060086,5.5285921,0.0000000
0.60525300,-8.4815465,5.5694885,0.0000000
0.60625300,-8.4568287,5.6102347,0.0000000
0.60725300,-8.4318564,5.6508286,0.0000000
0.60825300,-8.4066307,5.6912685,0.0000000
0.60925300,-8.3811529,5.7315525,0.0000000
0.61025300,-8.3554242,5.7716787,0.0000000
0.61125300,-8.3294457,5.8116453,0.0000000
0.61225300,-8.3032188,5.8514503,0.0000000
0.61325300,-8.2767448,5.8910921,0.0000000
0.61425300,-8.2500248,5.9305688,0.0000000
0.61525300,-8.2230603,5.9698785,0.0000000
0.61625300,-8.1958525,6.0090194,0.0000000
0.61725300,-8.1684029,6.0479899,0.0000000
0.61825300,-8.1407127,6.0867880,0.0000000
0.61925300,-8.1127833,6.1254121,0.0000000
0.62025300,-8.0846162,6.1638604,0.0000000
0.62125300,-8.0562127,6.2021311,0.0000000
0.62225300,-8.0275743,6.2402225,0.0000000
0.62325300,-7.9987025,6.2781329,0.0000000
0.62425300,-7.9695986,6.3158606,0.0000000
0.62525300,-7.9402642,6.3534039,0.0000000
0.62625300,-7.9107008,6.3907611,0.0000000
0.62725300,-7.8809099,6.4279305,0.0000000
0.62825300,-7.8508930,6.4649106,0.0000000
0.62925300,-7.8206516,6.5016996,0.0000000
0.63025300,-7.7901874,6.5382960,0.0000000
0.63125300,-7.7595019,6.5746981,0.0000000
0.63225300,-7.7285966,6.6109043,0.0000000
0.63325300,-7.6974733,6.6469130,0.0000000
0.63425300,-7.6661335,6.6827228,0.0000000
0.63525300,-7.6345789,6.7183319,0.0000000
0.63625300,-7.6028110,6.7537390,0.0000000
0.63725300,-7.5708317,6.7889424,0.0000000
0.63825300,-7.5386425,6.8239406,0.0000000
0.63925300,-7.5062452,6.8587322,0.0000000
0.64025300,-7.4736415,6.8933157,0.0000000
0.64125300,-7.4408331,6.9276896,0.0000000
0.64225300,-7.4078217,6.9618525,0.0000000
0.64325300,-7.3746091,6.9958029,0.0000000
0.64425300,-7.3411971,7.0295394,0.0000000
0.64525300,-7.3075875,7.0630607,0.0000000
0.64625300,-7.2737819,7.0963653,0.0000000
0.64725300,-7.2397823,7.1294518,0.0000000
0.64825300,-7.2055904,7.1623190,0.0000000
0.64925300,-7.1712082,7.1949655,0.0000000
0.65025300,-7.1366373,7.2273900,0.0000000
0.65125300,-7.1018798,7.2595912,0.0000000
0.65225300,-7.0669374,7.2915677,0.0000000
0.65325300,-7.0318120,7.3233184,0.0000000
0.65425300,-6.9965055,7.3548420,0.0000000
0.65525300,-6.9610199,7.3861373,0.0000000
0.65625300,-6.9253569,7.4172031,0.0000000
0.65725300,-6.8895187,7.4480381,0.0000000
0.65825300,-6.8535070,7.4786412,0.0000000
0.65925300,-6.8173238,7.5090113,0.0000000
0.66025300,-6.7809711,7.5391472,0.0000000
0.66125300,-6.7444509,7.5690478,0.0000000
0.66225300,-6.7077651,7.5987120,0.0000000
0.66325300,-6.6709156,7.6281387,0.0000000
0.66425300,-6.6339046,7.6573269,0.0000000
0.66525300,-6.5967340,7.6862755,0.0000000
0.66625300,-6.5594057,7.7149836,0.0000000
0.66725300,-6.5219219,7.7434500,0.0000000
0.66825300,-6.4842845,7.7716739,0.0000000
0.66925300,-6.4464957,7.7996542,0.0000000
0.67025300,-6.4085573,7.8273900,0.0000000
0.67125300,-6.3704715,7.8548805,0.0000000
0.67225300,-6.3322403,7.8821246,0.0000000
0.67325300,-6.2938658,7.9091216,0.0000000
0.67425300,-6.2553501,7.9358705,0.0000000
0.67525300,-6.2166953,7.9623705,0.0000000
0.67625300,-6.1779033,7.9886208,0.0000000
0.67725300,-6.1389764,8.0146207,0.0000000
0.67825300,-6.0999166,8.0403692,0.0000000
0.67925300,-6.0607260,8.0658657,0.0000000
0.68025300,-6.0214067,8.0911094,0.0000000
0.68125300,-5.9819609,8.1160996,0.0000000
0.68225300,-5.9423906,8.1408356,0.0000000
0.68325300,-5.9026980,8.1653168,0.0000000
0.68425300,-5.8628852,8.1895425,0.0000000
0.68525300,-5.8229543,8.2135119,0.0000000
0.68625300,-5.7829075,8.2372247,0.0000000
0.68725300,-5.7427469,8.2606800,0.0000000
0.68825300,-5.7024746,8.2838775,0.0000000
0.68925300,-5.6620928,8.3068165,0.0000000
0.69025300,-5.6216037,8.3294965,0.0000000
0.69125300,-5.5810094,8.3519169,0.0000000
0.69225300,-5.5403119,8.3740775,0.0000000
0.69325300,-5.4995136,8.3959775,0.0000000
0.69425300,-5.4586165,8.4176167,0.0000000
0.69525300,-5.4176229,8.4389946,0.0000000
0.69625300,-5.3765348,8.4601108,0.0000000
0.69725300,-5.3353544,8.4809649,0.0000000
0.69825300,-5.2940839,8.5015567,0.0000000
0.69925300,-5.2527255,8.5218856,0.0000000
0.70025300,-5.2112812,8.5419515,0.0000000
0.70125300,-5.1697534,8.5617541,0.0000000
0.70225300,-5.1281440,8.5812931,0.0000000
0.70325300,-5.0864554,8.6005682,0.0000000
0.70425300,-5.0446896,8.6195792,0.0000000
0.70525300,-5.0028488,8.6383260,0.0000000
0.70625300,-4.9609352,8.6568084,0.0000000
0.70725300,-4.9189509,8.6750261,0.0000000
0.70825300,-4.8768981,8.6929791,0.0000000
0.70925300,-4.8347789,8.7106673,0.0000000
0.71025300,-4.7925955,8.7280905,0.0000000
0.71125300,-4.7503500,8.7452488,0.0000000
0.71225300,-4.7080445,8.7621420,0.0000000
0.71325300,-4.6656813,8.7787701,0.0000000
0.71425300,-4.6232624,8.7951332,0.0000000
0.71525300,-4.5807900,8.8112312,0.0000000
0.71625300,-4.5382662,8.8270642,0.0000000
0.71725300,-4.4956931,8.8426323,0.0000000
0.71825300,-4.4530729,8.8579356,0.0000000
0.71925300,-4.4104076,8.8729741,0.0000000
0.72025300,-4.3676994,8.8877479,0.0000000
0.72125300,-4.3249504,8.9022574,0.0000000
0.72225300,-4.2821627,8.9165025,0.0000000
0.72325300,-4.2393383,8.9304836,0.0000000
0.72425300,-4.1964794,8.9442007,0.0000000
0.72525300,-4.1535880,8.9576542,0.0000000
0.72625300,-4.1106662,8.9708444,0.0000000
0.72725300,-4.0677162,8.9837714,0.0000000
0.72825300,-4.0247398,8.9964357,0.0000000
0.72925300,-3.9817393,9.0088374,0.0000000
0.73025300,-3.9387166,9.0209770,0.0000000
0.73125300,-3.8956737,9.0328549,0.0000000
0.73225300,-3.8526128,9.0444714,0.0000000
0.73325300,-3.8095358,9.0558268,0.0000000
0.73425300,-3.7664448,9.0669218,0.0000000
0.73525300,-3.7233416,9.0777566,0.0000000
0.73625300,-3.6802285,9.0883318,0.0000000
0.73725300,-3.6371072,9.0986478,0.0000000
0.73825300,-3.5939798,9.1087052,0.0000000
0.73925300,-3.5508483,9.1185045,0.0000000
0.74025300,-3.5077147,9.1280462,0.0000000
0.74125300,-3.4645807,9.1373310,0.0000000
0.74225300,-3.4214485,9.1463593,0.0000000
0.74325300,-3.3783199,9.1551318,0.0000000
0.74425300,-3.3351969,9.1636492,0.0000000
0.74525300,-3.2920812,9.1719120,0.0000000
0.74625300,-3.2489749,9.1799210,0.0000000
0.74725300,-3.2058798,9.1876768,0.0000000
0.74825300,-3.1627978,9.1951802,0.0000000
0.74925300,-3.1197307,9.2024318,0.0000000
0.75025300,-3.0766804,9.2094325,0.0000000
0.75125300,-3.0336486,9.2161829,0.0000000
0.75225300,-2.9906373,9.2226838,0.0000000
0.75325300,-2.9476482,9.2289362,0.0000000
0.75425300,-2.9046831,9.2349406,0.0000000
0.75525300,-2.8617437,9.2406981,0.0000000
0.75625300,-2.8188319,9.2462095,0.0000000
0.75725300,-2.7759495,9.2514756,0.0000000
0.75825300,-2.7330980,9.2564973,0.0000000
0.75925300,-2.6902793,9.2612755,0.0000000
0.76025300,-2.6474950,9.2658112,0.0000000
0.76125300,-2.6047469,9.2701052,0.0000000
0.76225300,-2.5620367,9.2741587,0.0000000
0.76325300,-2.5193659,9.2779724,0.0000000
0.76425300,-2.4767362,9.2815475,0.0000000
0.76525300,-2.4341493,9.2848849,0.0000000
0.76625300,-2.3916068,9.2879856,0.0000000
0.76725300,-2.3491103,9.2908508,0.0000000
0.76825300,-2.3066613,9.2934813,0.0000000
0.76925300,-2.2642615,9.2958784,0.0000000
0.77025300,-2.2219124,9.2980432,0.0000000
0.77125300,-2.1796155,9.2999766,0.0000000
0.77225300,-2.1373723,9.3016798,0.0000000
0.77325300,-2.0951843,9.3031540,0.0000000
0.77425300,-2.0530531,9.3044003,0.0000000
0.77525300,-2.0109801,9.3054199,0.0000000
0.77625300,-1.9689667,9.3062139,0.0000000
0.77725300,-1.9270144,9.3067836,0.0000000
0.77825300,-1.8851246,9.3071301,0.0000000
0.77925300,-1.8432987,9.3072546,0.0000000
0.78025300,-1.8015381,9.3071584,0.0000000
0.78125300,-1.7598440,9.3068428,0.0000000
0.78225300,-1.7182180,9.3063090,0.0000000
0.78325300,-1.6766613,9.3055582,0.0000000
0.78425300,-1.6351751,9.3045917,0.0000000
0.78525300,-1.5937609,9.3034109,0.0000000
0.78625300,-1.5524199,9.3020171,0.0000000
0.78725300,-1.5111532,9.3004115,0.0000000
0.78825300,-1.4699622,9.2985955,0.0000000
0.78925300,-1.4288481,9.2965704,0.0000000
0.79025300,-1.3878121,9.2943376,0.0000000
0.79125300,-1.3468553,9.2918985,0.0000000
0.79225300,-1.3059788,9.2892543,0.0000000
0.79325300,-1.2651840,9.2864066,0.0000000
0.79425300,-1.2244717,9.2833568,0.0000000
0.79525300,-1.1838432,9.2801061,0.0000000
0.79625300,-1.1432996,9.2766560,0.0000000
0.79725300,-1.1028418,9.2730080,0.0000000
0.79825300,-1.0624710,9.2691635,0.0000000
0.79925300,-1.0221880,9.2651239,0.0000000
0.80025300,-0.98199408,9.2608907,0.0000000
0.80125300,-0.94189005,9.2564653,0.0000000
0.80225300,-0.90187689,9.2518492,0.0000000
0.80325300,-0.86195556,9.2470440,0.0000000
0.80425300,-0.82212696,9.2420509,0.0000000
0.80525300,-0.78239201,9.2368717,0.0000000
0.80625300,-0.74275158,9.2315077,0.0000000
0.80725300,-0.70320652,9.2259604,0.0000000
0.80825300,-0.66375768,9.2202315,0.0000000
0.80925300,-0.62440587,9.2143223,0.0000000
0.81025300,-0.58515189,9.2082344,0.0000000
0.81125300,-0.54599652,9.2019694,0.0000000
0.81225300,-0.50694052,9.1955288,0.0000000
0.81325300,-0.46798461,9.1889141,0.0000000
0.81425300,-0.42912952,9.1821269,0.0000000
0.81525300,-0.39037594,9.1751687,0.0000000
0.81625300,-0.35172455,9.1680411,0.0000000
0.81725300,-0.31317599,9.1607457,0.0000000
0.81825300,-0.27473091,9.1532840,0.0000000
0.81925300,-0.23638991,9.1456575,0.0000000
0.82025300,-0.19815358,9.1378679,0.0000000
0.82125300,-0.16002251,9.1299168,0.0000000
0.82225300,-0.12199724,9.1218056,0.0000000
0.82325300,-0.084078294,9.1135361,0.0000000
0.82425300,-0.046266192,9.1051097,0.0000000
0.82525300,-0.0085614217,9.0965281,0.0000000
0.82625300,0.029035548,9.0877929,0.0000000
0.82725300,0.066524269,9.0789056,0.0000000
0.82825300,0.10390431,9.0698678,0.0000000
0.82925300,0.14117527,9.0606813,0.0000000
0.83025300,0.17833675,9.0513474,0.0000000
0.83125300,0.21538839,9.0418679,0.0000000
0.83225300,0.25232984,9.0322443,0.0000000
0.83325300,0.28916077,9.0224782,0.0000000
0.83425300,0.32588088,9.0125713,0.0000000
0.83525300,0.36248987,9.0025251,0.0000000
0.83625300,0.39898749,8.9923412,0.0000000
0.83725300,0.43537348,8.9820213,0.0000000
0.83825300,0.47164761,8.9715668,0.0000000
0.83925300,0.50780968,8.9609795,0.0000000
0.84025300,0.54385950,8.9502609,0.0000000
0.84125300,0.57979690,8.9394126,0.0000000
0.84225300,0.61562173,8.9284362,0.0000000
0.84325300,0.65133386,8.9173332,0.0000000
0.84425300,0.68693318,8.9061053,0.0000000
0.84525300,0.72241961,8.8947541,0.0000000
0.84625300,0.75779305,8.8832811,0.0000000
0.84725300,0.79305348,8.8716879,0.0000000
0.84825300,0.82820084,8.8599761,0.0000000
0.84925300,0.86323512,8.8481472,0.0000000
0.85025300,0.89815634,8.8362029,0.0000000
0.85125300,0.93296450,8.8241446,0.0000000
0.85225300,0.96765965,8.8119740,0.0000000
0.85325300,1.0022419,8.7996926,0.0000000
0.85425300,1.0367112,8.7873019,0.0000000
0.85525300,1.0710677,8.7748035,0.0000000
0.85625300,1.1053116,8.7621989,0.0000000
0.85725300,1.1394429,8.7494897,0.0000000
0.85825300,1.1734619,8.7366774,0.0000000
0.85925300,1.2073686,8.7237635,0.0000000
0.86025300,1.2411633,8.7107496,0.0000000
0.86125300,1.2748462,8.6976370,0.0000000
0.86225300,1.3084174,8.6844275,0.0000000
0.86325300,1.3418773,8.6711224,0.0000000
0.86425300,1.3752260,8.6577232,0.0000000
0.86525300,1.4084639,8.6442315,0.0000000
0.86625300,1.4415912,8.6306486,0.0000000
0.86725300,1.4746082,8.6169762,0.0000000
0.86825300,1.5075152,8.6032155,0.0000000
0.86925300,1.5403126,8.5893682,0.0000000
0.87025300,1.5730007,8.5754356,0.0000000
0.87125300,1.6055800,8.5614192,0.0000000
0.87225300,1.6380506,8.5473204,0.0000000
0.87325300,1.6704132,8.5331406,0.0000000
0.87425300,1.7026680,8.5188812,0.0000000
0.87525300,1.7348155,8.5045437,0.0000000
0.87625300,1.7668562,8.4901295,0.0000000
0.87725300,1.7987904,8.4756399,0.0000000
0.87825300,1.8306187,8.4610762,0.0000000
0.87925300,1.8623416,8.4464400,0.0000000
0.88025300,1.8939595,8.4317324,0.0000000
0.88125300,1.9254730,8.4169550,0.0000000
0.88225300,1.9568825,8.4021090,0.0000000
0.88325300,1.9881887,8.3871957,0.0000000
0.88425300,2.0193920,8.3722164,0.0000000
0.88525300,2.0504931,8.3571726,0.0000000
0.88625300,2.0814925,8.3420653,0.0000000
0.88725300,2.1123907,8.3268961,0.0000000
0.88825300,2.1431885,8.3116660,0.0000000
0.88925300,2.1738864,8.2963764,0.0000000
0.89025300,2.2044851,8.2810286,0.0000000
0.89125300,2.2349851,8.2656237,0.0000000
0.89225300,2.2653872,8.2501631,0.0000000
0.89325300,2.2956920,8.2346478,0.0000000
0.89425300,2.3259001,8.2190792,0.0000000
0.89525300,2.3560123,8.2034584,0.0000000
0.89625300,2.3860293,8.1877866,0.0000000
0.89725300,2.4159517,8.1720649,0.0000000
0.89825300,2.4457802,8.1562946,0.0000000
0.89925300,2.4755157,8.1404768,0.0000000
0.90025300,2.5051588,8.1246125,0.0000000
0.90125300,2.5347102,8.1087030,0.0000000
0.90225300,2.5641708,8.0927493,0.0000000
0.90325300,2.5935413,8.0767525,0.0000000
0.90425300,2.6228224,8.0607137,0.0000000
0.90525300,2.6520149,8.0446340,0.0000000
0.90625300,2.6811197,8.0285144,0.0000000
0.90725300,2.7101375,8.0123560,0.0000000
0.90825300,2.7390691,7.9961598,0.0000000
0.90925300,2.7679154,7.9799267,0.0000000
0.91025300,2.7966771,7.9636579,0.0000000
0.91125300,2.8253551,7.9473543,0.0000000
0.91225300,2.8539502,7.9310169,0.0000000
0.91325300,2.8824633,7.9146467,0.0000000
0.91425300,2.9108952,7.8982445,0.0000000
0.91525300,2.9392467,7.8818113,0.0000000
0.91625300,2.9675188,7.8653481,0.0000000
0.91725300,2.9957123,7.8488557,0.0000000
0.91825300,3.0238280,7.8323350,0.0000000
0.91925300,3.0518668,7.8157870,0.0000000
0.92025300,3.0798297,7.7992125,0.0000000
0.92125300,3.1077175,7.7826122,0.0000000
0.92225300,3.1355310,7.7659872,0.0000000
0.92325300,3.1632712,7.7493381,0.0000000
0.92425300,3.1909391,7.7326659,0.0000000
0.92525300,3.2185354,7.7159712,0.0000000
0.92625300,3.2460611,7.6992549,0.0000000
0.92725300,3.2735171,7.6825178,0.0000000
0.92825300,3.3009044,7.6657605,0.0000000
0.92925300,3.3282238,7.6489839,0.0000000
0.93025300,3.3554762,7.6321885,0.0000000
0.93125300,3.3826627,7.6153753,0.0000000
0.93225300,3.4097840,7.5985448,0.0000000
0.93325300,3.4368412,7.5816977,0.0000000
0.93425300,3.4638351,7.5648347,0.0000000
0.93525300,3.4907667,7.5479565,0.0000000
0.93625300,3.5176370,7.5310636,0.0000000
0.93725300,3.5444467,7.5141567,0.0000000
0.93825300,3.5711970,7.4972364,0.0000000
0.93925300,3.5978887,7.4803034,0.0000000
0.94025300,3.6245228,7.4633580,0.0000000
0.94125300,3.6511001,7.4464011,0.0000000
0.94225300,3.6776217,7.4294330,0.0000000
0.94325300,3.7040884,7.4124543,0.0000000
0.94425300,3.7305013,7.3954656,0.0000000
0.94525300,3.7568611,7.3784673,0.0000000
0.94625300,3.7831689,7.3614599,0.0000000
0.94725300,3.8094256,7.3444440,0.0000000
0.94825300,3.8356321,7.3274199,0.0000000
0.94925300,3.8617893,7.3103882,0.0000000
0.95025300,3.8878982,7.2933492,0.0000000
0.95125300,3.9139597,7.2763034,0.0000000
0.95225300,3.9399747,7.2592512,0.0000000
0.95325300,3.9659442,7.2421930,0.0000000
0.95425300,3.9918689,7.2251291,0.0000000
0.95525300,4.0177500,7.2080599,0.0000000
0.95625300,4.0435882,7.1909859,0.0000000
0.95725300,4.0693845,7.1739072,0.0000000
0.95825300,4.0951398,7.1568242,0.0000000
0.95925300,4.1208549,7.1397373,0.0000000
0.96025300,4.1465308,7.1226467,0.0000000
0.96125300,4.1721684,7.1055528,0.0000000
0.96225300,4.1977685,7.0884557,0.0000000
0.96325300,4.2233321,7.0713557,0.0000000
0.96425300,4.2488599,7.0542531,0.0000000
0.96525300,4.2743529,7.0371481,0.0000000
0.96625300,4.2998120,7.0200410,0.0000000
0.96725300,4.3252380,7.0029318,0.0000000
0.96825300,4.3506317,6.9858209,0.0000000
0.96925300,4.3759941,6.9687083,0.0000000
0.97025300,4.4013259,6.9515942,0.0000000
0.97125300,4.4266280,6.9344789,0.0000000
0.97225300,4.4519012,6.9173623,0.0000000
0.97325300,4.4771464,6.9002447,0.0000000
0.97425300,4.5023643,6.8831261,0.0000000
0.97525300,4.5275557,6.8660067,0.0000000
0.97625300,4.5527216,6.8488865,0.0000000
0.97725300,4.5778626,6.8317656,0.0000000
0.97825300,4.6029796,6.8146441,0.0000000
0.97925300,4.6280733,6.7975219,0.0000000
0.98025300,4.6531445,6.7803992,0.0000000
0.98125300,4.6781940,6.7632760,0.0000000
0.98225300,4.7032226,6.7461522,0.0000000
0.98325300,4.7282309,6.7290279,0.0000000
0.98425300,4.7532197,6.7119030,0.0000000
0.98525300,4.7781897,6.6947775,0.0000000
0.98625300,4.8031418,6.6776515,0.0000000
0.98725300,4.8280765,6.6605247,0.0000000
0.98825300,4.8529946,6.6433973,0.0000000
0.98925300,4.8778967,6.6262690,0.0000000
0.99025300,4.9027836,6.6091399,0.0000000
0.99125300,4.9276560,6.5920098,0.0000000
0.99225300,4.9525144,6.5748786,0.0000000
0.99325300,4.9773596,6.5577463,0.0000000
0.99425300,5.0021922,6.5406126,0.0000000
0.99525300,5.0270128,6.5234774,0.0000000
0.99625300,5.0518221,6.5063406,0.0000000
0.99725300,5.0766206,6.4892021,0.0000000
0.99825300,5.1014090,6.4720616,0.0000000
0.99925300,5.1261879,6.4549190,0.0000000
1.0002530,5.1509577,6.4377741,0.0000000
1.0012530,5.1757192,6.4206266,0.0000000
1.0022530,5.2004729,6.4034765,0.0000000
1.0032530,5.2252192,6.3863234,0.0000000
1.0042530,5.2499588,6.3691671,0.0000000
1.0052530,5.2746922,6.3520075,0.0000000
1.0062530,5.2994198,6.3348441,0.0000000
1.0072530,5.3241422,6.3176769,0.0000000
1.0082530,5.3488599,6.3005055,0.0000000
1.0092530,5.3735733,6.2833296,0.0000000
1.0102530,5.3982828,6.2661489,0.0000000
1.0112530,5.4229891,6.2489633,0.0000000
1.0122530,5.4476924,6.2317723,0.0000000
1.0132530,5.4723932,6.2145756,0.0000000
1.0142530,5.4970919,6.1973729,0.0000000
1.0152530,5.5217890,6.1801640,0.0000000
1.0162530,5.5464847,6.1629484,0.0000000
1.0172530,5.5711795,6.1457259,0.0000000
1.0182530,5.5958738,6.1284960,0.0000000
1.0192530,5.6205678,6.1112584,0.0000000
1.0202530,5.6452620,6.0940127,0.0000000
1.0212530,5.6699566,6.0767586,0.0000000
1.0222530,5.6946519,6.0594957,0.0000000
1.0232530,5.7193482,6.0422236,0.0000000
1.0242530,5.7440459,6.0249419,0.0000000
1.0252530,5.7687451,6.0076501,0.0000000
1.0262530,5.7934462,5.9903480,0.0000000
1.0272530,5.8181493,5.9730350,0.0000000
1.0282530,5.8428547,5.9557107,0.0000000
1.0292530,5.8675626,5.9383747,0.0000000
1.0302530,5.8922732,5.9210266,0.0000000
1.0312530,5.9169866,5.9036659,0.0000000
1.0322530,5.9417031,5.8862922,0.0000000
1.0332530,5.9664228,5.8689049,0.0000000
1.0342530,5.9911458,5.8515038,0.0000000
1.0352530,6.0158722,5.8340882,0.0000000
1.0362530,6.0406022,5.8166577,0.0000000
1.0372530,6.0653359,5.7992119,0.0000000
1.0382530,6.0900732,5.7817502,0.0000000
1.0392530,6.1148144,5.7642721,0.0000000
1.0402530,6.1395594,5.7467773,0.0000000
1.0412530,6.1643082,5.7292650,0.0000000
1.0422530,6.1890610,5.7117350,0.0000000
1.0432530,6.2138176,5.6941866,0.0000000
1.0442530,6.2385782,5.6766193,0.0000000
1.0452530,6.2633426,5.6590327,0.0000000
1.0462530,6.2881108,5.6414261,0.0000000
1.0472530,6.3128828,5.6237991,0.0000000
1.0482530,6.3376585,5.6061512,0.0000000
1.0492530,6.3624377,5.5884817,0.0000000
1.0502530,6.3872205,5.5707902,0.0000000
1.0512530,6.4120067,5.5530762,0.0000000
1.0522530,6.4367961,5.5353390,0.0000000
1.0532530,6.4615887,5.5175782,0.0000000
1.0542530,6.4863842,5.4997931,0.0000000
1.0552530,6.5111824,5.4819833,0.0000000
1.0562530,6.5359833,5.4641481,0.0000000
1.0572530,6.5607865,5.4462871,0.0000000
1.0582530,6.5855919,5.4283996,0.0000000
1.0592530,6.6103991,5.4104850,0.0000000
1.0602530,6.6352080,5.3925429,0.0000000
1.0612530,6.6600183,5.3745726,0.0000000
1.0622530,6.6848297,5.3565736,0.0000000
1.0632530,6.7096419,5.3385453,0.0000000
1.0642530,6.7344546,5.3204870,0.0000000
1.0652530,6.7592675,5.3023984,0.0000000
1.0662530,6.7840801,5.2842787,0.0000000
1.0672530,6.8088922,5.2661273,0.0000000
1.0682530,6.8337033,5.2479438,0.0000000
1.0692530,6.8585132,5.2297274,0.0000000
1.0702530,6.8833213,5.2114777,0.0000000
1.0712530,6.9081272,5.1931940,0.0000000
1.0722530,6.9329305,5.1748758,0.0000000
1.0732530,6.9577308,5.1565224,0.0000000
1.0742530,6.9825276,5.1381333,0.0000000
1.0752530,7.0073204,5.1197079,0.0000000
1.0762530,7.0321086,5.1012455,0.0000000
1.0772530,7.0568919,5.0827457,0.0000000
1.0782530,7.0816696,5.0642078,0.0000000
1.0792530,7.1064412,5.0456312,0.0000000
1.0802530,7.1312062,5.0270153,0.0000000
1.0812530,7.1559639,5.0083596,0.0000000
1.0822530,7.1807139,4.9896634,0.0000000
1.0832530,7.2054554,4.9709263,0.0000000
1.0842530,7.2301879,4.9521474,0.0000000
1.0852530,7.2549107,4.9333264,0.0000000
1.0862530,7.2796232,4.9144626,0.0000000
1.0872530,7.3043247,4.8955554,0.0000000
1.0882530,7.3290145,4.8766042,0.0000000
1.0892530,7.3536920,4.8576085,0.0000000
1.0902530,7.3783564,4.8385677,0.0000000
