X:Pos_TX-Body1-Model1(m),Y:Pos_TX-Body1-Model1(m),Y:Pos_TY-Body1-Model1(m),Y:Pos_TZ-Body1-Model1(m)
2.1062530,-0.071582337,-0.49484944,0.0000000
2.1072530,-0.070615043,-0.49498840,0.0000000
2.1082530,-0.069647030,-0.49512553,0.0000000
2.1092530,-0.068678307,-0.49526083,0.0000000
2.1102530,-0.067708882,-0.49539429,0.0000000
2.1112530,-0.066738764,-0.49552592,0.0000000
2.1122530,-0.065767962,-0.49565570,0.0000000
2.1132530,-0.064796484,-0.49578364,0.0000000
2.1142530,-0.063824339,-0.49590972,0.0000000
2.1152530,-0.062851536,-0.49603395,0.0000000
2.1162530,-0.061878083,-0.49615633,0.0000000
2.1172530,-0.060903990,-0.49627684,0.0000000
2.1182530,-0.059929264,-0.49639549,0.0000000
2.1192530,-0.058953916,-0.49651227,0.0000000
2.1202530,-0.057977952,-0.49662718,0.0000000
